"source_id","target_id","subregion","parcel","CP_mean","CP_std"
2046,2014,"CA3","SR",0.002081364709396,0.002541999522171
4003,4078,"CA1","SP",0.000406576214889,0.000576368198187
4055,4068,"CA1","SO",0.00257743922309,0.003998648942722
4080,4013,"CA1","SP",0.001048713757969,0.003819192273918
4080,4041,"CA1","SR",0.003010944046178,0.005800071432701
4080,4055,"CA1","SR",0.003061487891568,0.006404102484767
4080,4093,"CA1","SR",0.002558295581782,0.005839122719609
4084,4084,"CA1","SR",0.00069537735404,0
6003,6052,"MEC","VI",0.017466996336358,0.060437822530095
6019,6006,"MEC","IV",0.016212375370016,0
6023,6082,"MEC","II",0.000309652335305,0.000360677951537
6094,6038,"EC","II",0.008771865167241,0.049361488543816
2009,2005,"CA3","SLM",0.02163584610722,0
2021,2028,"CA3","SL",0.001487815852739,0.00087282795493
3000,3003,"CA2","SP",0.002650645696464,0.004864830733228
4013,4078,"CA1","SO",0.002530512459539,0.002133106660032
4020,4020,"CA1","SO",0.00014074876055,0.000192430167241
4023,4013,"CA1","SP",0.003531072174675,0
4041,4080,"CA1","SP",0.001079387423122,0.00126351358066
4055,4036,"CA1","SP",0.001049998602391,0.002312900932441
4068,4078,"CA1","SO",0.005842660380105,0.002895874941143
4076,4020,"CA1","SLM",0.005126212153883,0.013284002694001
4083,4006,"CA1","SR",0.001346267928693,0.001417210874529
4083,4078,"CA1","SR",0.001706420217909,0.002059353731827
4093,4068,"CA1","SO",0.002265325099441,0.00467950439738
6024,6017,"MEC","I",0.000328985514622,0.000547958212989
6038,6021,"MEC","II",0.000993745826995,0.002632155389341
6095,6052,"EC","VI",0.002849852384423,0.005007676047826
1043,1040,"DG","SMi",0.000336160071274,0
2000,2005,"CA3","SR",0.001117722327203,0
2014,2028,"CA3","SR",0.001976860791118,0.001713716077794
2020,2045,"CA3","SP",0.001582088908448,0.003079210247409
2036,2000,"CA3","SL",0.00241615550568,0.008065715765349
4003,4031,"CA1","SO",0.000715153348264,0.00040115458677
4005,4054,"CA1","SR",0.003185394232483,0.00257705038775
4006,4054,"CA1","SLM",0.005257377642437,0.007246486507795
4023,4031,"CA1","SO",0.002514869109116,0.000726706233199
4055,4003,"CA1","SP",0.000952500849497,0.001619208167353
4080,4036,"CA1","SO",0.002329974929959,0.005639418424168
4094,4078,"CA1","SLM",0.000277082918934,0.000622873389349
6002,6006,"MEC","IV",0.007512630184745,0.009821821111742
6023,6094,"MEC","II",0.001139819611533,0.006002700017692
6033,6033,"MEC","V",0.01779897660197,0.025083894097204
6040,6003,"MEC","II",0.007935256072687,0.024372270268656
6082,6019,"EC","II",0.001310959461869,0.001713384282242
6082,6040,"EC","II",0.001102794890554,0.002908558771919
6094,6017,"EC","III",0.008402540162289,0.043504789591521
1040,1010,"DG","SG",0.002960476439992,0
1040,1043,"DG","SG",0.00328442413565,0
1041,1006,"DG","H",0.00110850969484,0.001393416202598
2019,2004,"CA3","SR",0.002184766129293,0.006275823017981
2035,2035,"CA3","SL",0.00953997361093,0
2036,2005,"CA3","SR",0.000761267002987,0.000551901601902
3000,3007,"CA2","SP",0.00247046765184,0.004898189289271
4004,4091,"CA1","SR",0.001193830466461,0.003162172712537
4006,4021,"CA1","SLM",0.004102022569356,8.70610240485069E-05
4013,4000,"CA1","SO",0.002587412548214,0.000872686209047
4023,4056,"CA1","SR",0.00153831538346,0
4028,4054,"CA1","SR",0.003818143426657,0.002675854896705
4055,4089,"CA1","SO",0.004268248443591,0.011739470197743
4081,4056,"CA1","SR",0.000551562322936,0.001233502492885
4083,4080,"CA1","SR",0.001558920188467,0.002084556151168
4084,4003,"CA1","SR",0.001387595340391,0
4089,4078,"CA1","SO",0.002429928328342,0.007346045774535
6007,6021,"LEC","II",0.000676716396232,0.001373722417883
6007,6021,"LEC","V",0.002510260974774,0.007065916570135
6007,6025,"LEC","IV",0.001311404928904,0.000337897802261
6017,6095,"EC","IV",0.000695378569299,0.002129975503047
6023,6002,"MEC","V",0.009967625059165,0.017290280026161
6038,6082,"MEC","II",0.000761658858948,0.000661502678395
6040,6038,"MEC","III",0.014023726591506,0.048176767295597
6082,6002,"EC","II",0.000836991607702,0.001626950114225
6092,6007,"EC","III",0.000536724011881,0
6095,6023,"EC","III",0.002190270334377,0.007818634149677
1008,1027,"DG","SMo",0.002733150167592,0.00685757745964
2000,2043,"CA3","SR",0.005169783330672,0
2004,2035,"CA3","SO",0.001477575860311,0
2009,2044,"CA3","SO",0.000913646405797,0
2013,2028,"CA3","SL",0.002508225657219,0.001677074801292
2014,2013,"CA3","SR",0.003016192990519,0.00422487245986
2019,2044,"CA3","SL",0.00012808301636,0.000170163672845
2020,2009,"CA3","SO",0.00405323242744,0.001856490584116
2020,2028,"CA3","SL",0.0015697946741,0.002243951825163
