Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
Topolnik L,Dendritic calcium mechanisms and long-term potentiation in cortical inhibitory interneurons,European Journal of Neuroscience,2012,22304664,4084,Topolnik--2012-496-EurJNeurosci-PMID22304664-Fig1B.jpeg,figure,612673,,,,1,,,622
Topolnik L,Dendritic calcium mechanisms and long-term potentiation in cortical inhibitory interneurons,European Journal of Neuroscience,2012,22304664,4084,Topolnik--2012-496-EurJNeurosci-PMID22304664-Fig2A1.jpeg,figure,612674,,,,1,,,623
"Leão RN, Mikulovic S, Leão KE, Munguba H, Gezelius H, Enjin A, Patra K, Eriksson A, Loew LM, Tort AB, Kullander K",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,4084,Leao-Kullander-2012-1524-NatNeurosci-Fig2D.jpeg,figure,612675,,,,1,,,383
"Somogyi J, Szabo A, Somogyi P, Lamsa K",Molecular analysis of ivy cells of the hippocampal CA1 stratum radiatum using spectral identification of immunofluorophores,Frontiers in Neural Circuits,2012,22666191,4084,Somogyi-Lamsa-2012-1-FrontNeuralCircuits-Fig1_k0511192_k280992.jpeg,figure,612682,,,,1,,,551
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1043,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig5.jpeg,figure,612691,,,,1, ,,76
"Scharfman HE, Myers CE",Hilar mossy cells of the dentate gyrus: a historical perspective,Frontiers in Neural Circuits,2013,23420672,1043,Scharfman-Myers-2013-1-FrontNeuralCircuits-Fig6C1_2_3.jpeg,figure,612697,,,,1,,,500
"Scharfman HE, Myers CE",Hilar mossy cells of the dentate gyrus: a historical perspective,Frontiers in Neural Circuits,2013,23420672,1043,Scharfman-Myers-2013-1-FrontNeuralCircuits-Fig7C.jpeg,figure,612700,,,,1,,,501
Scharfman HE,Dentate hilar cells with dendrites in the molecular layer have lower thresholds for synaptic activation by perforant path than granule cells,Journal of Neuroscience,1991,2045880,1043,Scharfman--1991-1660-JNeurosci-Fig3ABCD.jpeg,figure,612703,,,,1,,,498
"Martí-Subirana A, Soriano E, García-Verdugo JM",Morphological aspects of the ectopic granule-like cellular populations in the albino rat hippocampal formation: a Golgi study,Journal of Anatomy,1986,2447048,1044,MartiSubirana-GarciaVerdugo-1986-31-JAnat-Fig8a-Cell1044.jpeg,figure,612707,1,not yet in database,,,,,
"Lasztóczi B, Tukker JJ, Somogyi P, Klausberger T",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area,Journal of Neuroscience,2011,22159120,2049,Lasztoczi-Klausberger-2012-18073-JNeurosci-PMID22159120-Fig3A.p.jpeg,figure,612713,,,,1,,,380
"Lasztóczi B, Tukker JJ, Somogyi P, Klausberger T",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area,Journal of Neuroscience,2011,22159120,2049,Lasztoczi-Klausberger-2012-18073-JNeurosci-PMID22159120-Tab1.pd.jpeg,table,612714,,,,1,,,381
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2049,Freund-Buzsaki-1996-347-Hippocampus-Fig11B.jpeg,figure,612716,,,,,,,157
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2049,Gulyas-Freund-1993-1729-EuroJNeuro-Fig11A.jpeg,figure,612720,,,,1,,,258
"Leão RN, Mikulovic S, Leão KE, Munguba H, Gezelius H, Enjin A, Patra K, Eriksson A, Loew LM, Tort AB, Kullander K",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,4087,Leao-Kullander-2012-1524-NatNeurosci-Fig1B.jpeg,figure,612722,,,,1,,,382
"McBain CJ, DiChiara TJ, Kauer JA",Activation of metabotropic glutamate receptors differentially affects two classes of hippocampal interneurons and potentiates excitatory synaptic transmission,The Journal of Neuroscience,1994,7517996,4087,McBain-Kauer-1994-4433-JNeurosci-Fig4A-CA1_1102_SR_O-LM.jpeg,figure,612726,,,,,,,427
"Zemankovics R, K_li S, Paulsen O, Freund TF, H_jos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,4087,Zemankovics-Hajos-2010-2109-JPhysiol-PMC2905616-Fig1A_OLM.jpeg,figure,612729,,,,1,,,677
"Kispersky TJ, Fernandez FR, Economo MN, White JA",Spike resonance properties in hippocampal O-LM cells are dependent on refractory dynamics,Journal of Neuroscience,2012,22423087,4089,Kispersky-White-2012-3637-JNeurosci-Fig1AB.jpeg,figure,612734,,,,1,,,333
"Ali AB, Thomson AM ","Facilitating pyramid to horizontal oriens-
alveus interneurone inputs: dual intracellular recordings in slices of rat
hippocampus",J Physiol (Lond),1998,9490837,4089,Ali-Thomson-1998-185-JPhysiol-Fig5A.jpeg,figure,612737,,,,1,,,20
"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of Neuroscience,1999,9870941,4089,Svoboda-Lupica-1999-85-JNeurosci-Fig4B.jpeg,figure,612739,,no 3D reconstructions,,,,,586
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4089,Losonczy-Nusser-2002-193-JPhsyiol-Fig1Ca.jpeg,figure,612741,,no 3D reconstructions,,1,,,409
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4089,Tricoire-McBain-2011-10948-JNeurosci-Fig7E.jpeg,figure,612742,,,,,,,633
"Tricoire L, Vitalis T",Neuronal nitric oxide synthase expressing neurons: a journey from birth to neuronal circuits,Frontiers in Neural Circuits,2012,23227003,4091,Tricoire-Vitalis-2012-1-FrontNeuralCircuits-Fig1Aright.jpeg,figure,612744,,,,1,,,637
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4091,Acsady-Freund-1996-299-Neurosci-Fig2cell6.jpeg,figure,612746,,no 3D reconstructions,,1,#6,,8
"Chamberland S, Salesse C, Topolnik D, Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,4093,Chamberland-Topolnik-2010-130-FrontCellNeurosci-Fig3F.jpeg,figure,612750,,,,1,,,129
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4093,Acsady-Freund-1996-299-Neurosci-Fig2_No3.jpeg,figure,612751,,no 3D reconstructions,,1,#3,,4
"McQuiston AR, Madison DV",Muscarinic receptor activity induces an afterdepolarization in a subpopulation of hippocampal CA1 interneurons,Journal of Neuroscience,1999,10407011,4083,McQuiston-Madison-1999-5693-JNeurosci-Fig8CD.jpeg,figure,612754,,authors contacted,,1,,,429
"Hájos N, Papp EC, Acsády L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,Hajos-Freund-1998-355-Neurosci-Fig3.jpeg,figure,612757,,,,1,,,280
"Williams PA, Larimer P, Gao Y, Strowbridge BW",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer,The Journal of Neuroscience,2007,18077687,1001,Williams-Strowbridge-2007-13756-JNeurosci-Fig1C.jpeg,figure,630000,,,,,,,670
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig4B.jpeg,figure,630001,,,,,,,278
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1C-CA1_(-)2311_SCA-ADI.jpeg,figure,630002,,,,,,,385
"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,4038,Ganter-Somogyi-2004-232-Hippocampus-Fig1C-CA1_0012_horizontal_axo-axonic_cells.jpeg,figure,630003,,,,,,,226
"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,4012,Price-Capogna-2005-6775-JNeurosci-Fig1B.jpeg,figure,630004,1,,,,,,486
"Wouterlood FG, van Denderen JC, van Haeften T, Witter MP.","Calretinin in the Entorhinal Cortex of

the Rat: Distribution, Morphology,

Ultrastructure of Neurons, and Co-

localization With g-Aminobutyric Acid

and Parvalbumin",Journal of Comparative Neurology,2000,10954838,6094,Wouterlood-Witter-2000-177-JCompNeurol-Fig4B.jpeg,figure,630005,,,,,,,674
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3007,Mercer-Thomson-2007-7329-JNeurosc-Fig3Ca.jpeg,figure,630006,,,,,,,432
"Kumar SS, Buckmaster PS.","Hyperexcitability,
interneurons, and loss of GABAergic synapses in entorhinal
cortex in a model of temporal lobe epilepsy",The Journal of Neuroscience,2006,16641241,6047,Kumar-Buckmaster-2006-4613-JNeurosci-Fig4ATypeII.jpeg,figure,630007,1,,,,,,372
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6092,Germroth-Buhl-1989-683-Neurosci-Fig1a.jpeg,figure,630008,,,,,,,230
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JCompNeurol-Fig1C.jpeg,figure,630009,1,,,,,,297
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JCompNeurol-Fig1B.jpeg,figure,630010,,,,,,,296
"Zemankovics R, K_li S, Paulsen O, Freund TF, H_jos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,4039,Zemankovics-Hajos-2010-2109-JPhysiol-PMC2905616-Fig1A_FSPTI.jpeg,figure,630011,1,,,1,,,676
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2019,Szabadics-Soltesz-2009-4239-JNeurosci-Fig5D.jpeg,figure,630013,1,,,,,,589
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4023,Freund-Buzsaki-1996-347-Hippocampus-Fig12B.jpeg,figure,630014,,,,,,,159
"Spruston N, Lªbke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2014,Spruston-Frotscher-1997-427-JCompNeurol-Fig1A.jpeg,figure,630015,1,,,,,,562
"Armstrong C, Szabadics J, Tam_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1007,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig2C.jpeg,figure,630016,,,,1,,,56
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6086,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ba.jpeg,figure,630017,,,,,,,252
"Lªbke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig8A.jpeg,figure,630020,1,,,,,,418
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4098,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Ai.jpeg,figure,630021,,book,,,,,242
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4078,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Bi.jpeg,figure,630022,,,,,,,243
"Markwardt SJ, Dieni CV, Wadiche JI, Overstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1045,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-Fig1e-Cell1045.jpeg,figure,630028,1,NMO_10845,,,,,
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4021,Acsady-Freund-1996-299-Neurosci-Fig5cell1.jpeg,figure,630029,,no 3D reconstructions,,1,,,12
"Tricoire L, Pelkey KA, Daw MI, Sousa VH, Miyoshi G, Jeffries B, Cauli B, Fishell G, McBain CJ",Common origins of hippocampal Ivy and nitric oxide synthase expressing neurogliaform cells,Journal of Neuroscience,2010,20147544,4091,Tricoire-McBain-2010-2165-JNeurosci-Fig5C.jpeg,figure,630033,,,,1,,,632
"Dieni CV, Chancey JH, Overstreet-Wadiche LS",Dynamic functions of GABA signaling during granule cell maturation,Frontiers in Neural Circuits,2012,23316139,1045,Dieni-OverstreetWadiche-2013-1-FrontNeuralCircuits-Fig2C-Cell1045.jpeg,figure,630038,,not yet in database,,,,,
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4020,Acsady-Freund-1996-299-Neurosci-Fig3cell4.jpeg,figure,630041,,no 3D reconstructions,,,#4,,10
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4056,Acsady-Freund-1996-299-Neurosci-Fig3cell7.jpeg,figure,630042,,no 3D reconstructions,,,#7,,11
"Acs_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4021,Acsady-Freund-1996-317-Neurosci-Fig9B.jpeg,figure,630044,,,,,,,17
"Armstrong C, Szabadics J, Tam_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1008,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig6E-DG_3000_MOPP_NGF.jpeg,figure,630112,,,,1,,,58
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6053,Canto-Witter-2008-381243-NeuralPlast-Fig2A-EC_230000_MPI-BC_II.jpeg,figure,630129,,not yet in database,,,,,92
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Fig4D-CA3_22232_Basket.jpeg,figure,630151,,,,,,,193
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Fig6A-CA3_22232_Basket.jpeg,figure,630152,,,,,,,195
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig9-DG_(-)_2322_HICAP.jpeg,figure,630153,,,,,,,198
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig9-DG_(-)_1002_HIPP.jpeg,figure,630154,,,,,,,197
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4022,Freund-Buzsaki-1996-347-Hippocampus-Fig13A-CA1_-2003_IS-3.jpeg,figure,630156,,,,,,,160
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig17-DG_(-)_2322_HICAP.jpeg,figure,630157,,,,,,,177
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2024,Freund-Buzsaki-1996-347-Hippocampus-Fig17-Cell2024.jpeg,figure,630158,,not yet in database,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4036,Freund-Buzsaki-1996-347-Hippocampus-Fig17-CA1_(-)2232_AA.jpeg,figure,630159,,,,,,,164
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Fig18-DG_(-)_3000_MOPP_NGF.jpeg,figure,630172,,,,,,,189
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig18-DG_(-)_1002_HIPP.jpeg,figure,630173,,,,,,,187
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2020,Freund-Buzsaki-1996-347-Hippocampus-Fig18-CA3_-01113p_CA1_0111_Sub_001_trilaminar.jpeg,figure,630174,,,,,,,183
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Fig18-CA1_1002_O-LM.jpeg,figure,630175,,,,,,,182
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,630181,,,,,,,200
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,630185,,,,,,,206
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4080,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,630186,,,,,,,211
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2045,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,630191,,,,,,,217
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6017,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoP1.jpeg,figure,630194,,,,,,,237
