source_id,target_id,subregion,parcel,NC_mean,NC_std
1026,2043,CA3,SL,1.57943242,0.821236146
1026,2043,CA3,SO,2.700658315,1.572779186
1026,2043,CA3,SP,1.302355484,2.517257107
1026,2044,CA3,SL,0.672564422,0.370026255
1026,2044,CA3,SO,0.82017817,0.665282247
1026,2044,CA3,SP,0.546166703,1.132024801
1026,2045,CA3,SL,1.82923825,0.866699793
1026,2045,CA3,SO,2.746277654,1.642692831
1026,2045,CA3,SP,1.03184852,2.122139444
1026,2046,CA3,SL,0.816334625,0.483310871
1026,2046,CA3,SO,1.325953205,1.06297733
1026,2046,CA3,SP,1.109933308,2.58477762
1026,2047,CA3,SO,3.640507521,8.831001112
1026,2049,CA3,SL,0.77699879,0.427030177
1026,2049,CA3,SO,0.95073061,0.433874688
1026,2049,CA3,SP,0.873892317,2.123281558
1026,4011,DG,SMo,2.156636192,1.210830397
1027,1000,DG,SMi,3.260791996,2.182867388
1027,1001,DG,SMi,2.991709462,2.206481935
1027,1002,DG,H,5.87544958,3.824792424
1027,1004,DG,H,4.520146291,5.010257567
1027,1004,DG,SMi,1.42305663,0.954041478
1027,1005,DG,H,2.939967616,4.130440871
1027,1005,DG,SMi,1.938293157,2.049739136
1027,1006,DG,H,2.853719648,4.347089884
1027,1006,DG,SG,0.73182644,0.987633623
1027,1006,DG,SMi,1.130246501,0.757562635
1027,1009,DG,H,3.377058319,4.298666123
1027,1009,DG,SG,0.897455961,1.224215612
1027,1009,DG,SMi,1.717092856,1.537580594
1027,1010,DG,H,4.820784086,6.270975655
1027,1010,DG,SG,1.059473932,1.468183338
1027,1010,DG,SMi,2.545271217,1.636118167
1027,1013,DG,H,6.246610036,6.898142104
1027,1026,DG,H,6.759083698,7.156522487
1027,1026,DG,SG,0.997847156,1.41861024
1027,1026,DG,SMi,1.888635258,1.057766359
1027,1027,DG,H,5.680827998,8.639220098
1027,1027,DG,SG,0.835713193,1.57932407
1027,1027,DG,SMi,1.534868138,1.064644854
1027,1035,DG,H,4.163041775,5.943631042
1027,1035,DG,SG,1.119721689,1.612788669
1027,1035,DG,SMi,2.127960472,1.527205769
1027,1036,DG,H,9.077006881,10.90961452
1027,1036,DG,SG,1.616049624,2.176627899
1027,1036,DG,SMi,3.695261887,2.465989478
1027,1040,DG,SG,0.894551404,1.069566891
1027,1040,DG,SMi,1.642043352,0.939042276
1027,1041,DG,H,3.390171135,2.256511107
1027,1041,DG,SMi,2.892910245,1.766822253
1027,1043,DG,H,5.79710561,3.451901233
1027,1043,DG,SG,0.876574289,1.089423276
1027,1043,DG,SMi,1.541654947,0.934096399
1035,1006,DG,SG,4.615469073,8.278938783
1035,1009,DG,SG,6.572675475,11.18181222
1035,1010,DG,SG,8.54395195,15.49628866
1035,1035,DG,SG,9.184000646,17.28385163
1035,1036,DG,SG,13.82821944,23.53613809
1035,1040,DG,SG,4.444567235,5.956195931
1036,1006,DG,SG,5.379170152,5.545198018
1036,1009,DG,SG,7.7032813,2.57435463
1036,1010,DG,SG,10.03503092,0
1036,1035,DG,SG,10.800087,5.10227433
1036,1036,DG,SG,16.41472504,0
1036,1040,DG,SG,5.184514568,0
1040,1000,DG,SMi,2.109316273,0.239403094
1040,1001,DG,SMi,1.977164326,0.696062126
1040,1002,DG,H,3.035319529,0.734157435
1040,1004,DG,H,1.946346695,0
1040,1004,DG,SMi,0.952972584,0
1040,1005,DG,H,1.455735092,1.370220266
1040,1005,DG,SMi,1.204671614,1.116594863
1040,1006,DG,H,1.213164703,0.926745563
1040,1006,DG,SG,1.54890374,1.095912306
1040,1006,DG,SMi,0.724362336,0.082749058
1040,1009,DG,H,1.387320946,0.235421138
1040,1009,DG,SG,2.101351274,0.626923489
1040,1009,DG,SMi,1.011970272,0.664234939
1040,1010,DG,H,1.870545226,0
1040,1010,DG,SG,2.644223171,0
1040,1010,DG,SMi,1.41848359,0
1040,1013,DG,H,3.039491842,1.728971086
1040,1026,DG,H,2.698441775,0.543373275
1040,1026,DG,SG,2.149775986,2.980772773
1040,1026,DG,SMi,1.095202446,0.274833509
1040,1027,DG,H,2.339098601,2.14637951
1040,1027,DG,SG,1.765320934,3.569195399
1040,1027,DG,SMi,0.92284836,0.21917672
1040,1035,DG,H,1.617501851,0.528346002
1040,1035,DG,SG,2.837246717,1.160601556
1040,1035,DG,SMi,1.214048748,0.298368917
1040,1036,DG,H,3.404067785,0
1040,1036,DG,SG,4.36874895,0
1040,1036,DG,SMi,1.983082559,0
1040,1040,DG,SG,1.68828309,0
1040,1040,DG,SMi,1.059852987,0
1040,1041,DG,H,1.676800099,0
1040,1041,DG,SMi,1.673535552,0
1040,1043,DG,H,2.606001961,0
1040,1043,DG,SG,1.991517789,0
1040,1043,DG,SMi,0.925890407,0
1041,1002,DG,H,1.926657759,0.630895056
1041,1004,DG,H,1.883141868,0
1041,1005,DG,H,1.490898996,2.038733512
1041,1006,DG,H,1.573473699,1.733566096
1041,1009,DG,H,1.699366293,0.403027905
1041,1010,DG,H,2.045015739,0
1041,1013,DG,H,2.063285549,1.846149436
1041,1026,DG,H,2.376633085,0.844025048
1041,1027,DG,H,2.123047803,3.120987073
1041,1035,DG,H,1.916690402,0.674371066
1041,1036,DG,H,2.975206954,0
1041,1041,DG,H,1.561247466,0
1041,1043,DG,H,2.041658355,0
1043,1000,DG,SMi,3.773096761,4.913385907
1043,1001,DG,SMi,2.796832608,4.365803315
1043,1002,DG,H,2.694796729,0.442582389
1043,1004,DG,H,1.472731179,0
1043,1004,DG,SMi,2.190046092,0
1043,1005,DG,H,1.219336662,0.798660639
1043,1005,DG,SMi,0.824480159,2.809134614
1043,1006,DG,H,1.071364262,0.695301246
