source_id,target_id,CP_mean_total,CP_stdev_total,parcel_count
4000,4068,0.001990526,0.002546553,1
4000,4069,0.001350448,0.002551153,1
4000,4076,0.000876321,0.00197712,1
4000,4078,0.0012043,0.002538252,1
4000,4079,0.001058304,0.001903353,1
4000,4080,0.001076695,0.002229267,1
4000,4081,0.000933311,0.00187252,1
4000,4083,0.000832439,0.001557626,1
4000,4084,0.000735355,0.001551768,1
4000,4087,0.001081522,0.00225124,1
4000,4089,0.003320974,0.009615093,1
4000,4093,0.000816321,0.001875345,1
4003,3007,0.000186494,N/A,1
4003,4000,0.005071218,0.007895652,4
4003,4003,0.006393819,N/A,4
4003,4004,0.003936018,0.007219965,2
4003,4005,0.002690638,N/A,2
4003,4006,0.003654724,N/A,2
4003,4011,0.000821724,0.000655804,1
4003,4012,0.001064958,0.001058675,1
4003,4013,0.005184464,N/A,4
4003,4015,0.003912446,0.006780967,2
4003,4020,0.004143952,0.003269563,4
4003,4021,0.000592527,1.29312E-05,1
4003,4022,0.001799929,0.003374314,2
4003,4023,0.001446746,N/A,2
4003,4028,0.002497841,0.001638213,1
4003,4031,0.000715153,0.000401154,1
4003,4033,0.001816595,0.00362467,1
4003,4035,0.001616326,N/A,1
4003,4036,0.004939212,0.014004511,4
4003,4038,0.00044802,0.00018541,1
4003,4039,0.002121274,0.007212597,1
4003,4041,0.002716732,N/A,2
4003,4054,0.003981805,0.009717441,2
4003,4055,0.004580358,0.013144726,4
4003,4056,0.002537984,N/A,2
4003,4061,0.002902248,N/A,1
4003,4066,0.00485749,0.007106982,2
4003,4068,0.001446878,N/A,1
4003,4069,0.00090115,0.000956749,1
4003,4076,0.008520979,0.035893717,4
4003,4078,0.004878814,0.012712022,4
4003,4079,0.005517679,0.009647491,4
4003,4080,0.004281067,0.01331387,3
4003,4081,0.00345798,0.010196253,3
4003,4083,0.000508739,0.000331322,1
4003,4084,0.003235536,N/A,3
4003,4087,0.000670472,0.000720563,1
4003,4089,0.002525123,0.007579583,1
4003,4091,0.001987787,0.002016497,2
4003,4093,0.002494028,0.004037458,2
4003,4094,0.000534839,3.2199E-05,1
4004,1000,0.001198801,0.00166455,1
4004,1001,0.001446184,0.001690615,1
4004,1004,0.000491438,0.000515152,1
4004,1005,0.000825392,0.002061801,1
4004,1006,0.000437573,0.00055058,1
4004,1007,0.000616059,0.00079656,1
4004,1008,0.000852726,0.001330278,1
4004,1009,0.000796763,0.000885664,1
4004,1010,0.001762735,0.001135215,1
4004,1027,0.000705147,0.000891894,1
4004,1035,0.001095499,0.001439352,1
4004,1036,0.00104006,0.001119247,1
4004,1041,0.001346116,0.000855833,1
4004,1043,0.000702992,0.00049187,1
4004,4000,0.004538996,0.010499868,2
4004,4003,0.005336062,0.009406563,2
4004,4004,0.005144329,0.01211074,2
4004,4005,0.003673099,0.008978011,2
4004,4006,0.004710314,0.010036464,2
4004,4011,0.001961051,0.001609791,1
4004,4012,0.002264473,0.001950295,1
4004,4013,0.004158576,0.007925076,2
4004,4015,0.004847902,0.011686928,2
4004,4020,0.003882181,0.008902131,2
4004,4021,0.001602919,0.001174298,1
4004,4022,0.002132553,0.002236944,1
4004,4028,0.002354889,0.00453861,1
4004,4036,0.004424569,0.01132748,2
4004,4041,0.001860227,0.003872957,1
4004,4054,0.005010382,0.013650344,2
4004,4055,0.00407553,0.010726562,2
4004,4056,0.003507526,0.009128261,2
4004,4061,0.002714188,0.004873517,1
4004,4066,0.003449078,0.006689463,1
4004,4076,0.00786325,0.024567881,2
4004,4078,0.004101246,0.010250932,2
4004,4079,0.00452398,0.009989199,2
4004,4080,0.002017297,0.004140279,1
4004,4081,0.001257757,0.002975034,1
4004,4084,0.00150338,0.003343833,1
4004,4091,0.001193829,0.003162168,1
4004,4093,0.001480947,0.003750305,1
4004,4094,0.001512203,0.001173285,1
4005,4000,0.004099923,0.003033455,2
4005,4003,0.005008283,N/A,2
4005,4004,0.00476039,0.008008966,2
4005,4005,0.00332141,N/A,2
4005,4006,0.004277099,N/A,2
4005,4011,0.001088597,0.000725829,1
4005,4012,0.001336637,0.001102185,1
4005,4013,0.003952494,N/A,2
4005,4015,0.004550433,0.007225349,2
4005,4020,0.003548038,0.001138741,2
4005,4021,0.000825663,1.78397E-05,1
4005,4022,0.001227933,0.001156538,1
4005,4028,0.0029789,0.001915943,1
4005,4036,0.003986529,0.004699559,2
4005,4041,0.002443445,N/A,1
4005,4054,0.004595663,0.010192659,2
4005,4055,0.003682802,0.00486934,2
4005,4056,0.00315263,N/A,2
4005,4061,0.003250301,N/A,1
4005,4066,0.004051945,0.004322717,1
4005,4076,0.007441594,0.021978778,2
4005,4078,0.003702187,0.003997083,2
4005,4079,0.00411684,0.002054395,2
4005,4080,0.002671385,0.001995426,1
4005,4081,0.001821756,0.000473369,1
4005,4084,0.002086239,N/A,1
4005,4091,0.001724346,0.001066659,1
4005,4093,0.002024389,0.001520021,1
4005,4094,0.000755263,3.69471E-05,1
4006,4000,0.005514288,0.003078281,1
4006,4003,0.005286291,N/A,1
4006,4004,0.005824357,0.005723698,1
4006,4005,0.004546651,N/A,1
4006,4006,0.005401436,N/A,1
4006,4011,0.005246956,0.001282833,1
4006,4012,0.006542707,0.001448341,1
4006,4013,0.003739412,N/A,1
4006,4015,0.003996673,0.001958486,1
4006,4020,0.004109867,0.00093944,1
4006,4021,0.004102024,8.70611E-05,1
4006,4022,0.005316191,0.004045389,1
4006,4036,0.006097489,0.004894772,1
4006,4054,0.00525738,0.00724649,1
4006,4055,0.005026412,0.005168175,1
4006,4056,0.004156271,N/A,1
4006,4076,0.005789703,0.005586072,1
4006,4078,0.004642473,0.004316885,1
4006,4079,0.005797134,0.001445435,1
4006,4094,0.003994192,9.59793E-05,1
4011,1000,0.001398269,0.002086589,1
4011,1001,0.001621232,0.001972016,1
4011,1004,0.000782274,0.000405927,1
4011,1005,0.001490987,0.004195256,1
4011,1006,0.000668803,0.000498185,1
4011,1007,0.000673944,0.000351496,1
4011,1008,0.000782022,0.000882671,1
4011,1009,0.001007075,0.00080214,1
4011,1010,0.001801155,0.000930317,1
4011,1027,0.000956696,0.001062609,1
4011,1035,0.001054691,0.001079952,1
4011,1036,0.000933818,0.000484794,1
4011,1041,0.001703156,0.000879647,1
4011,1043,0.001258688,0.000650405,1
4011,4000,0.001440209,0.001167522,1
4011,4003,0.001615095,0.0008402,1
4011,4004,0.001947536,0.003256565,1
4011,4005,0.001155563,0.000645583,1
4011,4006,0.001592136,0.000833878,1
4011,4011,0.001353302,0.001102793,1
4011,4012,0.001549093,0.001427959,1
4011,4013,0.001182594,0.000627384,1
4011,4015,0.001112751,0.001132277,1
4011,4020,0.001256325,0.000759979,1
4011,4021,0.001093436,0.000610234,1
4011,4022,0.001538832,0.001622152,1
4011,4036,0.001593361,0.001777301,1
4011,4054,0.001508408,0.003064506,1
4011,4055,0.001285067,0.001654839,1
4011,4056,0.001124873,0.000622439,1
4011,4076,0.001982079,0.003859577,1
4011,4078,0.001122999,0.001295902,1
4011,4079,0.001511345,0.000976753,1
4011,4094,0.001001565,0.000577183,1
4012,4000,0.001706514,0.004209819,1
4012,4003,0.00196523,0.003925854,1
4012,4004,0.002342109,0.005341392,1
4012,4005,0.001432682,0.003915785,1
4012,4006,0.001916828,0.003980698,1
4012,4011,0.001622594,0.004142972,1
4012,4012,0.001751048,0.004462443,1
4012,4013,0.001577645,0.003502262,1
4012,4015,0.001432098,0.003891995,1
4012,4020,0.001628814,0.003674342,1
4012,4021,0.001392757,0.003783777,1
4012,4022,0.001856505,0.004307593,1
4012,4036,0.001839033,0.004540036,1
4012,4054,0.001823299,0.005249025,1
4012,4055,0.00155635,0.004382,1
4012,4056,0.001430611,0.003782441,1
4012,4076,0.002400017,0.005828156,1
4012,4078,0.001382392,0.004197003,1
4012,4079,0.001767651,0.00418113,1
4012,4094,0.001277429,0.003811191,1
4013,3007,0.000534521,N/A,1
4013,4000,0.005497495,0.005511269,3
4013,4003,0.005769649,N/A,3
4013,4004,0.001117159,0.000258375,1
4013,4005,0.000928189,N/A,1
4013,4006,0.001538564,N/A,1
4013,4013,0.004652622,N/A,3
4013,4015,0.001928658,0.002772111,1
4013,4020,0.003673806,0.001348284,3
4013,4022,0.001118034,0.001142866,1
4013,4023,0.003264477,N/A,2
4013,4028,0.001669601,0.001131006,1
4013,4031,0.001558869,0.00047421,1
4013,4033,0.003264916,0.004556644,1
4013,4035,0.003079322,N/A,1
4013,4036,0.005114342,0.009137082,3
4013,4038,0.001171398,0.00038064,1
4013,4039,0.003904004,0.011026314,1
4013,4041,0.00290355,N/A,2
4013,4054,0.001898158,0.001752571,1
4013,4055,0.004676346,0.006235557,3
4013,4056,0.000861259,N/A,1
4013,4061,0.002263363,N/A,1
4013,4066,0.005606296,0.007753589,2
4013,4068,0.002833865,N/A,1
4013,4069,0.00221558,0.001360298,1
4013,4076,0.007583666,0.020736257,3
4013,4078,0.00544253,0.00647418,3
4013,4079,0.00559751,0.006268744,3
4013,4080,0.005451144,0.01040185,3
4013,4081,0.004934635,0.010733132,3
4013,4083,0.00123863,0.000509622,1
4013,4084,0.004384156,N/A,3
4013,4087,0.001857842,0.000744869,1
4013,4089,0.004208375,0.00914356,1
4013,4091,0.001891743,0.001873008,2
4013,4093,0.003038574,0.00371856,2
4015,3007,0.001093094,0.00426925,1
4015,4000,0.005932176,0.029530701,3
4015,4003,0.006542159,0.028529293,3
4015,4004,0.002057192,0.00435468,1
4015,4005,0.001634165,0.004268169,1
4015,4006,0.002255472,0.005219488,1
4015,4013,0.005543005,0.024498377,3
4015,4015,0.002864044,0.006799676,1
4015,4020,0.00461754,0.023754493,3
4015,4022,0.00054712,0.001273284,1
4015,4023,0.002920369,0.011014663,2
4015,4028,0.00254653,0.005538278,1
4015,4031,0.000812426,0.001325725,1
4015,4033,0.001993508,0.004327845,1
4015,4035,0.001840695,0.002472467,1
4015,4036,0.00583713,0.029877227,3
4015,4038,0.000554384,0.001224631,1
4015,4039,0.002243287,0.007655409,1
4015,4041,0.0028636,0.009640536,2
4015,4054,0.002658357,0.006049244,1
4015,4055,0.005286136,0.027423298,3
4015,4056,0.001516875,0.004218218,1
4015,4061,0.002905764,0.005990522,1
4015,4066,0.005092951,0.01459697,2
4015,4068,0.001653171,0.002279934,1
4015,4069,0.00113267,0.002292303,1
4015,4076,0.008426114,0.0433558,3
4015,4078,0.005952616,0.029808399,3
4015,4079,0.006305939,0.028115513,3
4015,4080,0.006199062,0.029124569,3
4015,4081,0.005587912,0.025945582,3
4015,4083,0.000605859,0.001220977,1
4015,4084,0.00528763,0.025746668,3
4015,4087,0.000884052,0.001994253,1
4015,4089,0.002733877,0.008154773,1
4015,4091,0.003813218,0.018215979,2
4015,4093,0.002702547,0.010083035,2
4020,4003,0.000371069,8.6275E-05,1
4020,4013,0.000275429,8.03441E-05,1
4020,4020,0.000140749,0.00019243,1
4020,4022,0.000234166,0.000543332,1
4020,4023,0.000457876,0.00013583,1
4020,4031,0.000384407,0.000299052,1
4020,4033,0.001118774,0.00252784,1
4020,4035,0.001061417,0.000199709,1
4020,4036,0.000360132,0.000522873,1
4020,4038,0.000214377,0.000179197,1
4020,4039,0.001074378,0.003833789,1
4020,4041,0.000135594,0.000112366,1
4020,4055,0.000292127,0.000940201,1
4020,4066,0.000465073,0.00058445,1
4020,4068,0.000922196,0.000181113,1
4020,4069,0.000527449,0.000825738,1
4020,4076,0.000280815,0.000843042,1
4020,4078,0.000441675,0.001187418,1
4020,4079,0.000362846,0.000433809,1
4020,4080,0.000371947,0.000947212,1
4020,4081,0.000277006,0.000186718,1
4020,4083,0.000258568,0.000269161,1
4020,4084,0.00019495,0.000136177,1
4020,4087,0.000343552,0.000695984,1
4020,4089,0.001624141,0.005380345,1
4020,4093,0.000235669,0.000563274,1
4021,4003,0.000515694,0.000166662,1
4021,4004,0.000326608,0.000195489,1
4021,4005,0.000232855,0.000136081,1
4021,4006,0.000482293,0.000198853,1
4021,4013,0.000251862,8.699E-05,1
4021,4015,0.000680335,0.00168804,1
4021,4020,0.000230938,0.000128938,1
4021,4028,0.000556818,0.000587789,1
4021,4036,0.000380373,0.00047437,1
4021,4041,0.000371147,0.00015948,1
4021,4055,0.000352713,0.000445025,1
4021,4056,0.000190575,0.000150732,1
4021,4061,0.000889003,0.000307582,1
4021,4066,0.001195536,0.002379549,1
4021,4076,0.001632127,0.004981158,1
4021,4078,0.000526095,0.000481834,1
4021,4079,0.000426036,0.000397493,1
4021,4080,0.000391834,0.000751279,1
4021,4081,0.000174059,0.000116364,1
4021,4084,0.00024159,0.000121687,1
4021,4091,0.000146597,0.000166744,1
4021,4093,0.000231069,0.000338528,1
4022,4003,0.00183281,0.006802173,1
4022,4013,0.001505937,0.006091203,1
4022,4020,0.001030298,0.005040173,1
4022,4022,0.001381089,0.006248877,1
4022,4023,0.002079743,0.00845794,1
4022,4031,0.001868332,0.007141879,1
4022,4033,0.003597636,0.011629393,1
4022,4035,0.003226296,0.010684777,1
4022,4036,0.001942162,0.009005977,1
4022,4038,0.001401283,0.006654195,1
4022,4039,0.004995868,0.017748911,1
4022,4041,0.0010524,0.0052468,1
4022,4055,0.001608035,0.007200759,1
4022,4066,0.002110023,0.008874016,1
4022,4068,0.003010368,0.01024309,1
4022,4069,0.002296599,0.009913609,1
4022,4076,0.001541826,0.006709542,1
4022,4078,0.002038213,0.008512922,1
4022,4079,0.001847543,0.007982554,1
4022,4080,0.001830517,0.007459238,1
4022,4081,0.0017169,0.008124436,1
4022,4083,0.001492706,0.00664624,1
4022,4084,0.00138363,0.006749304,1
4022,4087,0.001963041,0.009206035,1
4022,4089,0.004552601,0.015658285,1
4022,4093,0.00150679,0.007267964,1
4023,1002,0.010201352,0.002336069,1
4023,1004,0.006067592,N/A,1
4023,1005,0.006852146,0.006540083,1
4023,1006,0.00501044,0.004704211,1
4023,1009,0.005197942,0.001111134,1
4023,1010,0.005572077,N/A,1
4023,1013,0.007874042,0.003925617,1
4023,1026,0.006960765,0.00118573,1
4023,1027,0.007113161,0.006322813,1
4023,1035,0.005156297,0.002347034,1
4023,1036,0.006504737,N/A,1
4023,1041,0.008281508,N/A,1
4023,1043,0.010202795,N/A,1
4023,2000,0.02411588,N/A,4
4023,2001,0.007035901,0.005067723,2
4023,2004,0.019348507,N/A,3
4023,2005,0.015316201,N/A,3
4023,2008,0.005381805,N/A,1
4023,2009,0.010382497,N/A,1
4023,2013,0.008566404,0.008435804,2
4023,2014,0.008806382,0.015110773,2
4023,2019,0.003549789,0.000839711,1
4023,2020,0.011702688,0.0066762,1
4023,2021,0.009473774,0.004287552,1
4023,2022,0.006640509,N/A,1
4023,2023,0.006331668,0.008587097,1
4023,2028,0.025203023,N/A,4
4023,2035,0.01594409,N/A,3
4023,2036,0.006961307,0.005440813,2
4023,2043,0.024811643,N/A,4
4023,2044,0.013253375,N/A,4
4023,2045,0.017337395,N/A,3
4023,2046,0.010228925,0.00334565,3
4023,2047,0.007099127,0.003550051,1
4023,2049,0.013770229,N/A,3
4023,3007,0.002198087,N/A,1
4023,4000,0.012326133,0.013183877,4
4023,4003,0.01331296,N/A,4
4023,4004,0.005335695,0.006281133,2
4023,4005,0.003993424,N/A,2
4023,4006,0.00514853,N/A,2
4023,4011,0.002155727,0.000711125,1
4023,4012,0.002992893,0.001083587,1
4023,4013,0.011499681,N/A,4
4023,4015,0.00498575,0.007366938,2
4023,4020,0.010452565,0.004246392,4
4023,4021,0.001542008,3.27943E-05,1
4023,4022,0.005229684,0.006682225,2
4023,4023,0.006070965,N/A,2
4023,4028,0.00217527,0.001437474,1
4023,4031,0.002514868,0.000726706,1
4023,4033,0.004361933,0.005863784,1
4023,4035,0.003869105,N/A,1
4023,4036,0.012414002,0.020919974,4
4023,4038,0.001947168,0.000628676,1
4023,4039,0.006585672,0.018135541,1
4023,4041,0.004039255,N/A,2
4023,4054,0.005450333,0.009464761,2
4023,4055,0.011523825,0.01787637,4
4023,4056,0.003707329,N/A,2
4023,4061,0.002684361,N/A,1
4023,4066,0.006661241,0.008814143,2
4023,4068,0.003659676,N/A,1
4023,4069,0.002871429,0.001709982,1
4023,4076,0.015478298,0.042889496,4
4023,4078,0.012018567,0.016125533,4
4023,4079,0.012944159,0.008792542,4
4023,4080,0.00916411,0.011550551,3
4023,4081,0.008556457,0.007678024,3
4023,4083,0.002063265,0.000831914,1
4023,4084,0.008070194,N/A,3
4023,4087,0.002525285,0.000942002,1
4023,4089,0.005352746,0.011195224,1
4023,4091,0.004912843,0.0048291,2
4023,4093,0.004088775,0.004942534,2
4023,4094,0.001483889,4.0742E-05,1
4028,4000,0.003481416,0.001429659,1
4028,4003,0.003852344,0.000665851,1
4028,4004,0.003151545,0.000785035,1
4028,4005,0.00264245,0.000629262,1
4028,4006,0.003378324,0.000720887,1
4028,4013,0.002896253,0.000546772,1
4028,4015,0.004053573,0.004534101,1
4028,4020,0.002629673,0.000649945,1
4028,4028,0.003703545,0.002352297,1
4028,4036,0.003115479,0.001924722,1
4028,4041,0.003126803,0.000679655,1
4028,4054,0.003818137,0.002675851,1
4028,4055,0.003047477,0.001755634,1
4028,4056,0.002502252,0.00062753,1
4028,4061,0.004073954,0.000770482,1
4028,4066,0.004870727,0.004366508,1
4028,4076,0.006165409,0.012250446,1
4028,4078,0.003399536,0.001282653,1
4028,4079,0.003265299,0.001135175,1
4028,4080,0.00331765,0.002050106,1
4028,4081,0.002332091,0.000823195,1
4028,4084,0.002673057,0.000613669,1
4028,4091,0.002258502,0.001511416,1
4028,4093,0.002662207,0.002067236,1
4031,4003,0.00120503,0.000415453,1
4031,4004,0.000821869,0.000380732,1
4031,4005,0.000640629,0.00022239,1
4031,4006,0.001098756,0.000379994,1
4031,4013,0.00066538,0.000229614,1
4031,4015,0.001460341,0.002639746,1
4031,4020,0.000616865,0.000235406,1
4031,4028,0.001239466,0.001042511,1
4031,4041,0.000902783,0.000312366,1
4031,4055,0.000881368,0.000689729,1
4031,4056,0.000579079,0.000201618,1
4031,4061,0.001694526,0.000584771,1
4031,4066,0.002209649,0.003363294,1
4031,4076,0.003015664,0.007941973,1
4031,4079,0.001002331,0.000597893,1
4031,4080,0.000947184,0.001169305,1
4031,4081,0.000496016,0.000216345,1
4031,4084,0.000645039,0.000223575,1
4031,4091,0.000472744,0.000336544,1
4031,4093,0.00065828,0.000593639,1
4033,4000,0.00399868,0.009958418,1
4033,4003,0.00347049,0.007609981,1
4033,4013,0.002987136,0.006992684,1
4033,4020,0.002215441,0.005918652,1
4033,4022,0.00280091,0.007451315,1
4033,4023,0.003818515,0.008974271,1
4033,4031,0.003521055,0.007925352,1
4033,4033,0.005652027,0.011837537,1
4033,4035,0.005171483,0.010301601,1
4033,4036,0.003664476,0.009806959,1
4033,4038,0.002853052,0.007492653,1
4033,4039,0.008121616,0.021530784,1
4033,4041,0.002260965,0.006084912,1
4033,4055,0.003157613,0.008202526,1
4033,4066,0.003863187,0.009539461,1
4033,4068,0.004934903,0.010068395,1
4033,4069,0.004114907,0.010258639,1
4033,4076,0.003049129,0.007763793,1
4033,4078,0.003763119,0.009146393,1
4033,4079,0.003510151,0.008621822,1
4033,4080,0.003470115,0.008324571,1
4033,4081,0.003351003,0.008736644,1
4033,4083,0.002982147,0.007529506,1
4033,4084,0.002833696,0.007524393,1
4033,4087,0.003705454,0.009632554,1
4033,4089,0.006709925,0.0157935,1
4033,4093,0.003023554,0.008336122,1
4035,3007,0.003930862,N/A,1
4035,4000,0.013020133,0.011531057,3
4035,4003,0.013817599,N/A,3
4035,4004,0.002785939,0.000522605,1
4035,4005,0.002233836,N/A,1
4035,4006,0.002835586,N/A,1
4035,4013,0.012597058,N/A,3
4035,4015,0.003527379,0.004382444,1
4035,4020,0.011402489,0.003734162,3
4035,4022,0.002609007,0.002648851,1
4035,4023,0.008731067,N/A,2
4035,4028,0.00319325,0.002022621,1
4035,4031,0.003168438,0.000946992,1
4035,4033,0.00481836,0.006639942,1
4035,4035,0.004053137,N/A,1
4035,4036,0.013418432,0.019297578,3
4035,4038,0.00247545,0.000802527,1
4035,4039,0.009152067,0.025632679,1
4035,4041,0.005233941,N/A,2
4035,4054,0.003248673,0.002517126,1
4035,4055,0.012291149,0.014115443,3
4035,4056,0.002092449,N/A,1
4035,4061,0.003450622,N/A,1
4035,4066,0.00747619,0.009174469,2
4035,4068,0.003892134,N/A,1
4035,4069,0.002991631,0.001817171,1
4035,4076,0.0156825,0.036986444,3
4035,4078,0.013259258,0.012869148,3
4035,4079,0.013972902,0.00760334,3
4035,4080,0.01360466,0.015816946,3
4035,4081,0.013062634,0.007309069,3
4035,4083,0.002647048,0.001081307,1
4035,4084,0.012693187,N/A,3
4035,4087,0.002693373,0.001053309,1
4035,4089,0.005775963,0.012390112,1
4035,4091,0.009410414,0.009245299,2
4035,4093,0.005050242,0.006098542,2
4035,5001,0.005312209,0.006481679,2
4035,5002,0.000294238,0.000798129,1
4035,5005,0.011573926,N/A,2
4036,4000,0.002449129,0.007225284,1
4038,4000,0.00170626,0.003421968,1
4039,4000,0.008299192,0.015670645,1
4039,4020,0.007135368,0.012484074,1
4039,4036,0.009380113,0.018703992,1
4039,4078,0.008456487,0.015043935,1
4039,4079,0.009461567,0.016142562,1
4039,4080,0.008264263,0.014248711,1
4039,4081,0.009195345,0.015497579,1
4041,3007,0.000491839,N/A,1
4041,4000,0.009434552,0.010590601,3
4041,4003,0.008083987,N/A,3
4041,4004,0.000808859,0.00029787,1
4041,4005,0.000572996,N/A,1
4041,4006,0.000978959,N/A,1
4041,4013,0.006700175,N/A,3
4041,4015,0.001390341,0.0028086,1
4041,4020,0.005011236,0.001763655,3
4041,4022,0.002152488,0.001965073,1
4041,4023,0.006465243,N/A,2
4041,4028,0.00116637,0.000982483,1
4041,4031,0.003039542,0.000590866,1
4041,4033,0.006400061,0.005904812,1
4041,4035,0.00677152,N/A,1
4041,4036,0.00863289,0.014919516,3
4041,4038,0.002368318,0.000744246,1
4041,4039,0.00611196,0.011057112,1
4041,4041,0.003668488,N/A,2
4041,4054,0.001282935,0.001806874,1
4041,4055,0.007002229,0.008356763,3
4041,4056,0.000497532,N/A,1
4041,4061,0.001517863,N/A,1
4041,4066,0.008245854,0.014671238,2
4041,4068,0.00619233,N/A,1
4041,4069,0.005452111,0.002747421,1
4041,4076,0.009474389,0.028152752,3
4041,4078,0.008487986,0.007908657,3
4041,4079,0.008467146,0.008917718,3
4041,4080,0.008015261,0.015263787,3
4041,4081,0.008007608,0.015083969,3
4041,4083,0.002459091,0.000898111,1
4041,4084,0.006636125,N/A,3
4041,4087,0.004530091,0.001011549,1
4041,4089,0.007948385,0.010375307,1
4041,4091,0.001506604,0.00149141,2
4041,4093,0.004831417,0.006186173,2
4054,4000,0.001043463,0.005525601,1
4054,4003,0.000516924,0.002203994,1
4054,4013,0.00039563,0.001889756,1
4054,4020,0.000244162,0.001484133,1
4054,4022,0.00036695,0.001994001,1
4054,4023,0.000767424,0.003691649,1
4054,4031,0.00055267,0.002446799,1
4054,4033,0.001510118,0.005042228,1
4054,4035,0.001634743,0.0059597,1
4054,4036,0.000795658,0.004481598,1
4054,4038,0.000404292,0.002366983,1
4054,4039,0.001288654,0.004295652,1
4054,4041,0.000256085,0.001595837,1
4054,4055,0.000481559,0.002584563,1
4054,4066,0.000825343,0.004115121,1
4054,4068,0.001420201,0.005377989,1
4054,4069,0.001124826,0.005809739,1
4054,4076,0.000429989,0.002223543,1
4054,4078,0.000734747,0.003618367,1
4054,4079,0.000637917,0.00331372,1
4054,4080,0.000557508,0.002654222,1
4054,4081,0.00062136,0.003626126,1
4054,4083,0.000425417,0.002293435,1
4054,4084,0.000406875,0.002467254,1
4054,4087,0.000862937,0.004970179,1
4054,4089,0.002126754,0.007286754,1
4054,4093,0.000465292,0.002749717,1
4055,3007,0.00065867,0.0013185,1
4055,4000,0.0026453,0.008420588,2
4055,4003,0.003024254,0.007489494,2
4055,4013,0.002704272,0.00715632,2
4055,4020,0.002003703,0.007029824,2
4055,4022,0.001306803,0.003512425,1
4055,4023,0.003001893,0.007788699,2
4055,4031,0.00177383,0.00341535,1
4055,4033,0.003344482,0.006815141,1
4055,4035,0.002748748,0.00406879,1
4055,4036,0.002658085,0.009292748,2
4055,4038,0.001229162,0.003397008,1
4055,4039,0.005873461,0.018698756,1
4055,4041,0.000995159,0.002988547,1
4055,4055,0.002503797,0.008357738,2
4055,4066,0.001747981,0.004033113,1
4055,4068,0.002577438,0.003998648,1
4055,4069,0.001766657,0.004258576,1
4055,4076,0.002654203,0.008625571,2
4055,4078,0.002858798,0.008880059,2
4055,4079,0.003106538,0.009071213,2
4055,4080,0.003038325,0.009460351,2
4055,4081,0.003046724,0.011080575,2
4055,4083,0.001358163,0.003379166,1
4055,4084,0.002461107,0.008123556,2
4055,4087,0.001480475,0.004060101,1
4055,4089,0.004268247,0.011739467,1
4055,4091,0.000912478,0.001769445,1
4055,4093,0.001281116,0.003756172,1
4056,4003,0.000794956,N/A,1
4056,4004,0.000517552,0.000245376,1
4056,4005,0.000332056,N/A,1
4056,4006,0.000644966,N/A,1
4056,4013,0.00042023,N/A,1
4056,4015,0.000972214,0.002362321,1
4056,4020,0.000351022,9.88013E-05,1
4056,4028,0.000795547,0.000783957,1
4056,4041,0.000524011,N/A,1
4056,4055,0.0004748,0.000536444,1
4056,4056,0.000262348,N/A,1
4056,4061,0.001107717,N/A,1
4056,4066,0.001575519,0.003067628,1
4056,4076,0.002253299,0.006809823,1
4056,4079,0.000587285,0.000479004,1
4056,4080,0.000594693,0.001100402,1
4056,4081,0.00026356,7.56512E-05,1
4056,4084,0.000357613,N/A,1
4056,4091,0.000207421,0.000133517,1
4056,4093,0.000316428,0.000399169,1
4061,4000,0.011137211,0.006936409,2
4061,4003,0.011345391,N/A,2
4061,4004,0.010816335,0.011641594,2
4061,4005,0.009187941,N/A,2
4061,4006,0.0109552,N/A,2
4061,4011,0.003005573,0.000862128,1
4061,4012,0.004009376,0.001181076,1
4061,4013,0.008939909,N/A,2
4061,4015,0.010780333,0.010310482,2
4061,4020,0.008910356,0.002225606,2
4061,4021,0.002218822,4.71355E-05,1
4061,4022,0.003064622,0.002377335,1
4061,4028,0.006699275,0.00373254,1
4061,4036,0.010949073,0.010782356,2
4061,4041,0.005866699,N/A,1
4061,4054,0.011378238,0.017190675,2
4061,4055,0.010170499,0.01170365,2
4061,4056,0.008793967,N/A,2
4061,4061,0.007628512,N/A,1
4061,4066,0.008413443,0.00419259,1
4061,4076,0.014428132,0.027551008,2
4061,4078,0.010485174,0.010196562,2
4061,4079,0.010904923,0.00364412,2
4061,4080,0.005891853,0.001763192,1
4061,4081,0.004176943,0.001079726,1
4061,4084,0.004898422,N/A,1
4061,4091,0.004185803,0.00258705,1
4061,4093,0.005121094,0.003708722,1
4061,4094,0.002145383,5.49286E-05,1
4066,4000,0.001152113,0.001432346,1
4066,4003,0.001354977,0.001268867,1
4066,4004,0.001679882,0.003322761,1
4066,4005,0.000897846,0.001086366,1
4066,4006,0.001323066,0.001270764,1
4066,4011,0.001073021,0.001442795,1
4066,4012,0.001216165,0.001760425,1
4066,4013,0.000985608,0.000992651,1
4066,4015,0.000887249,0.001380845,1
4066,4020,0.001040172,0.001105344,1
4066,4021,0.000857887,0.0010318,1
4066,4022,0.001270488,0.001769202,1
4066,4036,0.001285157,0.001909215,1
4066,4054,0.001241042,0.003027307,1
4066,4055,0.001011392,0.001715758,1
4066,4056,0.000889515,0.001041176,1
4066,4076,0.001718892,0.003945622,1
4066,4078,0.000855744,0.00142185,1
4066,4079,0.001213235,0.001369566,1
4066,4094,0.000761257,0.001013964,1
4068,3007,0.001323538,N/A,1
4068,4000,0.013258791,0.013928567,4
