source_id,target_id,CP_mean_total,CP_stdev_total,parcel_count
1043,1026,0.010664134,0.007223271,2
1043,1027,0.00998833,0.022273591,2
1043,1035,0.007180113,0.006894541,2
1043,1036,0.009827483,N/A,2
1043,1040,0.00033616,N/A,1
1043,1041,0.010701453,N/A,2
1043,1043,0.013492339,N/A,2
2001,2000,0.00101053,0.002993523,1
2001,2004,0.001392682,0.003919592,1
2001,2005,0.000918716,0.002736987,1
2001,2013,0.001561991,0.003288586,1
2001,2014,0.002110273,0.005859894,1
2001,2019,0.001996469,0.004260221,1
2001,2028,0.001721752,0.003813089,1
2001,2035,0.001164108,0.003120902,1
2001,2036,0.001138433,0.003302803,1
2001,2043,0.001486443,0.003723605,1
2001,2044,0.000789238,0.002302694,1
2001,2045,0.001943879,0.003805885,1
2001,2046,0.000930197,0.002764331,1
2001,2049,0.000905835,0.002635226,1
2004,2000,0.002559643,N/A,2
2004,2001,0.000492041,1.99002E-05,1
2004,2004,0.003336374,N/A,2
2004,2005,0.000528347,N/A,1
2004,2008,0.002054808,N/A,1
2004,2009,0.003405078,N/A,1
2004,2013,0.001754252,0.002906453,1
2004,2014,0.001452928,0.001574457,1
2004,2020,0.005635286,0.008658999,1
2004,2021,0.002350665,0.003148487,1
2004,2022,0.002495855,N/A,1
2004,2023,0.002801601,0.005411694,1
2004,2028,0.003269352,N/A,2
2004,2035,0.00295232,N/A,2
2004,2036,0.001192288,0.000436859,1
2004,2043,0.003300149,N/A,2
2004,2044,0.001804817,N/A,2
2004,2045,0.002865707,N/A,2
2004,2046,0.001821158,0.000268451,2
2004,2047,0.002191103,0.004301525,1
2004,2049,0.003430403,N/A,2
2005,2000,0.013799121,N/A,2
2005,2001,0.012745289,0.006548362,2
2005,2004,0.001489649,N/A,1
2005,2005,0.023092576,N/A,2
2005,2008,0.002117868,N/A,1
2005,2013,0.001877218,0.003227549,1
2005,2014,0.001554769,0.001746753,1
2005,2023,0.00290369,0.005730685,1
2005,2028,0.014321294,N/A,2
2005,2035,0.001317751,N/A,1
2005,2036,0.001182559,0.000466373,1
2005,2043,0.016127891,N/A,2
2005,2044,0.012800069,N/A,2
2005,2045,0.001158605,N/A,1
2005,2046,0.000785047,5.70656E-05,1
2005,2049,0.000857317,N/A,1
2008,2000,0.015392129,N/A,1
2008,2001,0.014384784,0.007141717,1
2008,2005,0.021288655,N/A,1
2008,2028,0.014942494,N/A,1
2008,2043,0.016373779,N/A,1
2008,2044,0.012882991,N/A,1
2009,2000,0.016828841,N/A,3
2009,2001,0.013437602,0.006827682,2
2009,2004,0.00380358,N/A,2
2009,2005,0.022406347,N/A,2
2009,2008,0.00213616,N/A,1
2009,2009,0.003651979,N/A,1
2009,2013,0.001785917,0.002748754,1
2009,2014,0.001486954,0.001503527,1
2009,2020,0.005832143,0.00856833,1
2009,2021,0.002619411,0.003136452,1
2009,2022,0.00268069,N/A,1
2009,2023,0.002874215,0.005320275,1
2009,2028,0.017935214,N/A,3
2009,2035,0.003354391,N/A,2
2009,2036,0.001305146,0.000415468,1
2009,2043,0.019267474,N/A,3
2009,2044,0.014856645,N/A,3
2009,2045,0.003273137,N/A,2
2009,2046,0.002109765,0.000301452,2
2009,2047,0.002409567,0.004212485,1
2009,2049,0.003635723,N/A,2
2013,2000,0.005299126,0.014076414,4
2013,2001,0.000580923,0.001214753,1
2013,2004,0.007170316,0.015973401,4
2013,2005,0.001868644,0.003410712,2
2013,2008,0.002216508,0.002083549,1
2013,2009,0.003174065,0.000914883,1
2013,2013,0.003975267,0.008319295,2
2013,2014,0.004046316,0.010425018,2
2013,2019,0.003846007,0.006267901,2
2013,2020,0.005241794,0.008335128,1
2013,2021,0.002163794,0.003165682,1
2013,2022,0.002272717,0.000701121,1
2013,2023,0.003011015,0.006291171,1
2013,2028,0.007446549,0.017333019,4
2013,2035,0.007680047,0.013796004,4
2013,2036,0.004121253,0.010402344,3
2013,2043,0.007422978,0.015289487,4
2013,2044,0.004157466,0.010441508,4
2013,2045,0.007156614,0.016460398,4
2013,2046,0.00475891,0.013355469,4
2013,2047,0.001996386,0.004217856,1
2013,2049,0.006591331,0.016142346,4
2014,2000,0.003185677,0.005664858,2
2014,2001,0.000900965,0.000945753,1
2014,2004,0.004447329,0.007452331,2
2014,2005,0.002391373,0.004259679,2
2014,2008,0.002923356,0.001750783,1
2014,2013,0.004823094,0.009690552,2
2014,2014,0.00488488,0.012297862,2
2014,2019,0.002162795,0.002978316,1
2014,2023,0.003759125,0.006510488,1
2014,2028,0.004190097,0.00680993,2
2014,2035,0.003758981,0.006261628,2
2014,2036,0.003595197,0.006810613,2
2014,2043,0.004458627,0.007104891,2
2014,2044,0.002878947,0.005098799,2
2014,2045,0.004575464,0.007170544,2
2014,2046,0.002796359,0.005147339,2
2014,2049,0.002767751,0.004755122,2
2019,1000,0.004243451,0.001710547,2
2019,1001,0.0049299,0.003504188,2
2019,1004,0.001636115,N/A,2
2019,1005,0.002618623,0.006020961,2
2019,1006,0.001488872,0.000470763,2
2019,1007,0.001274535,N/A,1
2019,1008,0.002373644,0.002285303,1
2019,1009,0.00289126,0.005377499,2
2019,1010,0.006099099,N/A,2
2019,1026,0.000350513,0.000162332,1
2019,1027,0.002447177,0.001767424,2
2019,1035,0.004616156,0.004378859,2
2019,1036,0.005026969,N/A,2
2019,1040,0.000227191,N/A,1
2019,1041,0.004441672,N/A,2
2019,1043,0.002186021,N/A,2
2019,2000,0.001726225,0.006683292,2
2019,2001,0.000633408,0.002583476,1
2019,2004,0.002389612,0.0072397,2
2019,2005,0.001064495,0.004179527,2
2019,2008,0.002449269,0.005525545,1
2019,2013,0.003207666,0.010346125,2
2019,2014,0.003310282,0.015856229,2
2019,2019,0.000641552,0.000423399,1
2019,2023,0.003218452,0.008296006,1
2019,2028,0.002206991,0.007329204,2
2019,2035,0.002227643,0.006820408,2
2019,2036,0.002043095,0.008358063,2
2019,2043,0.002485714,0.006640828,2
2019,2044,0.001790457,0.006755078,2
2019,2045,0.002595613,0.008357332,2
2019,2046,0.001473177,0.006167741,2
2019,2049,0.001454084,0.004885885,2
2019,4011,0.001110849,0.000749932,1
2020,2000,0.005598631,0.022219259,4
2020,2001,0.001103871,0.003088643,1
2020,2004,0.006874646,0.023305319,4
2020,2005,0.002334308,0.007337267,2
2020,2008,0.002906233,0.004170048,1
2020,2009,0.004053233,0.001856491,1
2020,2013,0.004641313,0.012072754,2
2020,2014,0.005222975,0.018600331,2
2020,2019,0.003385852,0.007574242,2
2020,2020,0.00714408,0.011113461,1
2020,2021,0.002772417,0.003781904,1
2020,2022,0.003284024,0.001578221,1
2020,2023,0.003801646,0.008245905,1
2020,2028,0.007457072,0.024581651,4
2020,2035,0.009516288,0.027501322,4
2020,2036,0.004368006,0.015948911,3
2020,2043,0.007492387,0.022803006,4
2020,2044,0.00530193,0.019885406,4
2020,2045,0.007248081,0.023188792,4
2020,2046,0.005213732,0.0213009,4
2020,2047,0.002758384,0.005277738,1
2020,2049,0.007719447,0.028718335,4
2020,3007,0.000835544,0.002656219,1
2020,4000,0.004266374,0.01832828,3
2020,4003,0.005302609,0.018464363,3
2020,4004,0.000799067,0.000432271,1
2020,4005,0.000441542,0.000266963,1
2020,4006,0.000803814,0.000291717,1
2020,4013,0.004461454,0.015885542,3
2020,4015,0.00130918,0.00318717,1
2020,4020,0.003326362,0.014783804,3
2020,4022,0.001364909,0.003987821,1
2020,4023,0.003408046,0.011625255,2
2020,4028,0.001069891,0.001085969,1
2020,4031,0.001837998,0.004135103,1
2020,4033,0.003456539,0.00766297,1
2020,4035,0.002929657,0.005407804,1
2020,4036,0.004109959,0.018147603,3
2020,4038,0.001322774,0.003974526,1
2020,4039,0.00558771,0.017953925,1
2020,4041,0.002098353,0.006780861,2
2020,4054,0.00111998,0.002023931,1
2020,4055,0.003888536,0.016924736,3
2020,4056,0.000332519,0.000284395,1
2020,4061,0.001293988,0.000317317,1
2020,4066,0.004218278,0.013689484,2
2020,4068,0.002745977,0.005251089,1
2020,4069,0.001966179,0.005272211,1
2020,4076,0.006815518,0.034061663,3
2020,4078,0.004390988,0.01782537,3
2020,4079,0.004752194,0.01729837,3
2020,4080,0.004884401,0.020239155,3
2020,4081,0.004276396,0.016829736,3
2020,4083,0.001437873,0.003969752,1
2020,4084,0.003818637,0.015498257,3
2020,4087,0.001668584,0.004963373,1
2020,4089,0.004388173,0.012312331,1
2020,4091,0.001746838,0.005590807,2
2020,4093,0.002048745,0.007091027,2
2021,2005,0.001823758,0.002901078,2
2021,2008,0.002407282,0.001543166,1
2021,2009,0.00401806,0.003635451,1
2021,2013,0.004053975,0.008552427,2
2021,2014,0.004613589,0.015017639,2
2021,2019,0.003129236,0.004083076,2
2021,2020,0.00682756,0.011475391,1
2021,2021,0.002809507,0.004500682,1
2021,2022,0.003171641,0.003025015,1
2021,2023,0.0032549,0.006469878,1
2021,2028,0.006979254,0.014971229,4
2021,2035,0.008553346,0.015877111,4
2021,2036,0.003740256,0.008439665,3
2021,2043,0.006990309,0.014178979,4
2021,2044,0.004612832,0.011806604,4
2021,2045,0.006755572,0.014789715,4
2021,2046,0.004699312,0.013181579,4
2021,2047,0.002730954,0.005596886,1
2021,2049,0.007051519,0.016269937,4
2022,2000,0.005184634,N/A,1
2022,2004,0.005216689,N/A,1
2022,2009,0.007521182,N/A,1
2022,2020,0.009997131,0.00954979,1
2022,2021,0.006410243,0.003909452,1
2022,2022,0.00594996,N/A,1
2022,2028,0.005324706,N/A,1
2022,2035,0.004192485,N/A,1
2022,2043,0.004452431,N/A,1
2022,2044,0.001243558,N/A,1
2022,2045,0.004366754,N/A,1
2022,2046,0.002134788,0.000281265,1
2022,2047,0.005793806,0.004647505,1
2022,2049,0.004100942,N/A,1
2023,2000,0.005062839,0.007950975,1
2023,2001,0.00267343,0.004362556,1
2023,2004,0.006146436,0.009044553,1
2023,2005,0.002592459,0.004072511,1
2023,2008,0.006719974,0.00897099,1
2023,2013,0.005989754,0.009017097,1
2023,2014,0.005408828,0.008193552,1
2023,2023,0.007776378,0.013478272,1
2023,2028,0.00478715,0.007368699,1
2023,2035,0.00559825,0.008341161,1
2023,2036,0.005481725,0.008374711,1
2023,2043,0.005428807,0.007721919,1
2023,2044,0.005302243,0.008325843,1
2023,2045,0.005335668,0.008139507,1
2023,2046,0.004335864,0.006967073,1
2023,2049,0.003522138,0.005318833,1
2028,2000,0.002898179,N/A,1
2028,2004,0.004671442,N/A,1
2035,1002,0.005815039,0.001955902,1
2035,1004,0.002548851,N/A,1
2035,1005,0.003238564,0.004689327,1
2035,1006,0.00194759,0.002470679,1
2035,1009,0.002003993,0.000557255,1
2035,1010,0.002123726,N/A,1
2035,1013,0.003923397,0.003555667,1
2035,1026,0.003131056,0.001126778,1
2035,1027,0.003299606,0.005058401,1
2035,1035,0.001873331,0.000892026,1
2035,1036,0.002659874,N/A,1
2035,1041,0.00425926,N/A,1
2035,1043,0.005837638,N/A,1
2035,2000,0.01379332,N/A,2
2035,2004,0.019285494,N/A,2
2035,2005,0.005733993,N/A,1
2035,2013,0.008351207,0.002596383,1
2035,2014,0.009370437,0.008565865,1
2035,2019,0.019488729,0.004701408,2
2035,2028,0.018649967,N/A,2
2035,2035,0.016633785,N/A,2
2035,2036,0.014290871,0.010994028,2
2035,2043,0.01834519,N/A,2
2035,2044,0.010055218,N/A,2
2035,2045,0.018390968,N/A,2
2035,2046,0.014078194,0.005437167,2
2035,2049,0.012771679,N/A,2
2036,2000,0.005462684,0.025451216,3
2036,2001,0.000502554,0.000447318,1
2036,2004,0.007058221,0.030964006,3
2036,2005,0.002789625,0.009591803,2
2036,2008,0.002081341,0.0009196,1
2036,2013,0.005106379,0.016451008,2
2036,2014,0.00562122,0.017464221,2
2036,2019,0.005580791,0.021534631,2
2036,2023,0.00282716,0.005511564,1
2036,2028,0.006882608,0.028144188,3
2036,2035,0.008101624,0.028826719,3
2036,2036,0.005912572,0.02656668,3
2036,2043,0.007281364,0.030119877,3
2036,2044,0.004800068,0.021314724,3
2036,2045,0.007139743,0.028277935,3
2036,2046,0.00539767,0.024993322,3
2036,2049,0.005310561,0.02454681,3
2043,2000,0.00332702,N/A,1
2043,2004,0.00504217,N/A,1
2043,2028,0.004403418,N/A,1
2043,2043,0.004624117,N/A,1
2043,2044,0.0021632,N/A,1
2043,2045,0.004007682,N/A,1
2043,2049,0.003250119,N/A,1
2044,2000,0.004867276,N/A,1
2044,2004,0.006697986,N/A,1
2044,2028,0.006069584,N/A,1
2044,2043,0.006307848,N/A,1
2044,2044,0.003421157,N/A,1
2044,2045,0.005651881,N/A,1
2044,2049,0.004777548,N/A,1
2045,2000,0.00685255,N/A,3
2045,2001,0.000925748,3.72841E-05,1
2045,2004,0.010621045,N/A,4
2045,2005,0.002874841,N/A,2
2045,2008,0.002865646,N/A,1
2045,2009,0.004463109,N/A,1
2045,2013,0.005349635,0.007954349,2
2045,2014,0.005766771,0.013340538,2
2045,2019,0.006031489,0.001704815,2
2045,2020,0.007508981,0.010638831,1
2045,2021,0.003196863,0.00352391,1
2045,2022,0.003648606,N/A,1
2045,2023,0.003710916,0.006345866,1
2045,2028,0.01102879,N/A,4
2045,2035,0.012722222,N/A,4
2045,2036,0.007038729,0.006179226,3
2045,2043,0.011026419,N/A,4
2045,2044,0.008005098,N/A,4
2045,2045,0.010775359,N/A,4
2045,2046,0.008514001,0.003502448,4
2045,2047,0.003150085,0.005047779,1
2045,2049,0.010729504,N/A,4
2046,2000,0.002905717,0.00660715,3
2046,2001,0.000694517,0.000931453,1
2046,2004,0.004960717,0.009338836,4
2046,2005,0.001624896,0.001802623,2
2046,2008,0.002396963,0.001282617,1
2046,2009,0.00303841,0.003513065,1
2046,2013,0.00382283,0.007915599,2
2046,2014,0.004307948,0.01461893,2
2046,2019,0.002547073,0.002378655,2
2046,2020,0.005682047,0.01155635,1
2046,2021,0.001854373,0.003987669,1
2046,2022,0.002270984,0.002662072,1
2046,2023,0.003228696,0.006284999,1
2046,2028,0.005485248,0.010172271,4
2046,2035,0.00666729,0.011267887,4
2046,2036,0.003247873,0.006244178,3
2046,2043,0.00549983,0.009714642,4
2046,2044,0.003386001,0.008043745,4
2046,2045,0.00527643,0.010193772,4
2046,2046,0.003343307,0.008499587,4
2046,2047,0.001824215,0.005240453,1
2046,2049,0.005606993,0.010935375,4
2047,2000,0.005606679,0.015806405,1
2047,2004,0.009749115,0.026942208,1
2049,2000,0.03388192,N/A,1
2049,2001,0.029840946,0.014177551,1
2049,2005,0.028607237,N/A,1
2049,2028,0.027847389,N/A,1
2049,2043,0.030933093,N/A,1
2049,2044,0.021803302,N/A,1
3000,3000,0.030908315,0.130675599,3
3000,3003,0.04681682,0.16769547,3
3000,3006,0.031593922,0.084390884,3
3000,3007,0.028730224,0.083973935,3
3000,3008,0.034122286,0.168606471,3
3003,3000,0.081679835,0.15920051,3
3003,3003,0.099506582,0.21285671,3
3003,3006,0.082874582,0.144869113,3
3003,3007,0.080050107,0.148600777,3
3003,3008,0.08407639,0.117355369,3
3006,3000,0.02899836,0.00991927,1
3006,3003,0.030525389,0.000884627,1
3006,3006,0.033860179,N/A,1
3006,3007,0.030398115,N/A,1
3007,3000,0.037459339,0.012661313,1
3007,3003,0.039431002,0.000849876,1
3007,3006,0.041655421,N/A,1
3007,3007,0.039438906,N/A,1
3007,3008,0.033962072,N/A,1
3008,3000,0.021248222,0.009067002,1
3008,3003,0.025674383,0.00924379,1
3008,3006,0.018541394,N/A,1
3008,3007,0.014167383,N/A,1
3008,3008,0.024149426,N/A,1
4000,4000,0.001271509,0.002321318,1
4000,4003,0.001092488,0.001540108,1
4000,4013,0.000864102,0.001359839,1
4000,4020,0.000546142,0.001176712,1
4000,4022,0.000768625,0.00167964,1
4000,4023,0.001233164,0.001955114,1
4000,4031,0.001111494,0.00169087,1
4000,4033,0.002487613,0.005182651,1
4000,4035,0.002177447,0.002710083,1
4000,4036,0.001085999,0.002275323,1
4000,4038,0.000756709,0.001541066,1
4000,4039,0.003291557,0.011022321,1
4000,4041,0.000552571,0.001213141,1
4000,4055,0.000907363,0.002103937,1
4000,4066,0.001244288,0.002259977,1
