source_id,target_id,NPS_mean_total,NPS_stdev_total,parcel_count
1026,1040,0.007463233,0.000684673,2
1026,1041,0.053563276,0.003268594,3
1026,1043,0.086168574,0.004775558,4
1026,2000,0.009745008,0.00298497,3
1026,2004,0.014091335,0.00332982,3
1026,2005,0.001575848,0.000466161,1
1026,2009,0.011760846,0.004962637,1
1026,2013,0.003108482,0.00111231,1
1026,2014,0.003646159,0.00215484,1
1026,2019,0.011539575,0.003422994,2
1026,2020,0.012353067,0.005515557,1
1026,2021,0.010558564,0.005382729,1
1026,2022,0.005235356,0.002209124,1
1026,2028,0.012496746,0.002864355,3
1026,2035,0.006678149,0.001582801,3
1026,2036,0.00327035,0.001548841,2
1026,2043,0.009849544,0.002198225,3
1026,2044,0.001943715,0.000432448,3
1026,2045,0.010815016,0.002394405,3
1026,2046,0.003776215,0.001007052,3
1026,2047,0.005994676,0.00302082,1
1026,2049,0.00435606,0.001049749,3
1026,4011,0.003786455,0.001927639,1
1027,1000,0.013664196,0.001689645,1
1027,1001,0.012256344,0.004253807,1
1027,1002,0.043566705,0.006620706,1
1027,1004,0.02402569,0.002561138,2
1027,1005,0.026889148,0.008054131,2
1027,1006,0.0174324,0.006556587,3
1027,1009,0.024166582,0.004146529,3
1027,1010,0.034782333,0.002688115,3
1027,1013,0.03272925,0.004978026,1
1027,1026,0.049922015,0.005135297,3
1027,1027,0.039475874,0.011577701,3
1027,1035,0.028418615,0.005789323,3
1027,1036,0.063517422,0.005396561,3
1027,1040,0.010167441,0.000721953,2
1027,1041,0.03814295,0.003303155,2
1027,1043,0.058663309,0.006557345,3
1035,1006,0.009338029,0.003878887,1
1035,1009,0.012278979,0.00588308,1
1035,1010,0.015206814,0.006022381,1
1035,1035,0.016447713,0.008828234,1
1035,1036,0.027649301,0.01095,1
1035,1040,0.009599291,0.003801624,1
1036,1006,0.01178555,0.001476935,1
1036,1009,0.015497329,0.004178908,1
1036,1010,0.019192558,N/A,1
1036,1035,0.020758698,0.007520682,1
1036,1036,0.034896251,N/A,1
1036,1040,0.012115289,N/A,1
1040,1000,0.006658964,0.000634114,1
1040,1001,0.005972876,0.002018754,1
1040,1002,0.021937605,0.001479698,1
1040,1004,0.012008925,N/A,2
1040,1005,0.013359122,0.003860476,2
1040,1006,0.012436763,0.003264377,3
1040,1009,0.016936317,0.002462057,3
1040,1010,0.02337716,N/A,3
1040,1013,0.016480506,0.001116435,1
1040,1026,0.034271743,0.001836632,3
1040,1027,0.025656475,0.005550217,3
1040,1035,0.020719881,0.00401649,3
1040,1036,0.042722525,N/A,3
1040,1040,0.008831701,N/A,2
1040,1041,0.018952935,N/A,2
1040,1043,0.034495035,N/A,3
1041,1002,0.007240073,0.000488345,1
1041,1004,0.003080471,N/A,1
1041,1005,0.002616607,0.001152741,1
1041,1006,0.001744212,0.001055575,1
1041,1009,0.002052212,0.000288579,1
1041,1010,0.002923852,N/A,1
1041,1013,0.005439065,0.000368457,1
1041,1026,0.00534562,6.54844E-06,1
1041,1027,0.004781102,0.001787246,1
1041,1035,0.002337423,0.000746688,1
1041,1036,0.006171818,N/A,1
1041,1041,0.003739152,N/A,1
1041,1043,0.007944943,N/A,1
1043,1000,0.000791524,7.53746E-05,1
1043,1001,0.000709972,0.000239961,1
1043,1002,0.028335034,0.001911206,1
1043,1004,0.012373822,N/A,2
1043,1005,0.010885985,0.004515642,2
1043,1006,0.007104923,0.00413125,2
1043,1009,0.008554284,0.001144257,2
1043,1010,0.012238076,N/A,2
1043,1013,0.02128654,0.001442009,1
1043,1026,0.021641749,0.000132757,2
1043,1027,0.019137354,0.006995167,2
1043,1035,0.009762426,0.002926144,2
1043,1036,0.025317786,N/A,2
1043,1040,0.00046241,N/A,1
1043,1041,0.015539833,N/A,2
1043,1043,0.03155492,N/A,2
2001,2000,0.002526306,0.000397792,1
2001,2004,0.006488753,0.001021717,1
2001,2005,0.002035245,0.000320469,1
2001,2013,0.004014677,0.001026135,1
2001,2014,0.0047091,0.002520818,1
2001,2019,0.012803502,0.002838853,1
2001,2028,0.007250958,0.001141734,1
2001,2035,0.003105404,0.000488976,1
2001,2036,0.00311744,0.001750066,1
2001,2043,0.005840256,0.000919605,1
2001,2044,0.001465603,0.000230773,1
2001,2045,0.008100185,0.001275453,1
2001,2046,0.00207264,0.000545306,1
2001,2049,0.00191966,0.000302269,1
2004,2000,0.016288989,N/A,2
2004,2001,0.000982514,2.7921E-05,1
2004,2004,0.019308424,N/A,2
2004,2005,0.000905439,N/A,1
2004,2008,0.008629899,N/A,1
2004,2009,0.020162677,N/A,1
2004,2013,0.004915464,0.001577329,1
2004,2014,0.003896902,0.001473179,1
2004,2020,0.021177975,0.003091078,1
2004,2021,0.018101495,0.005178453,1
2004,2022,0.008975441,N/A,1
2004,2023,0.012291998,0.008991196,1
2004,2028,0.012119652,N/A,2
2004,2035,0.010718905,N/A,2
2004,2036,0.00581371,9.56948E-05,1
2004,2043,0.00985788,N/A,2
2004,2044,0.006303473,N/A,2
2004,2045,0.010525424,N/A,2
2004,2046,0.004206282,0.000133132,2
2004,2047,0.010277213,0.002830995,1
2004,2049,0.004897143,N/A,2
2005,2000,0.186955036,N/A,2
2005,2001,0.123926316,0.040908949,2
2005,2004,0.012481805,N/A,1
2005,2005,0.08071997,N/A,2
2005,2008,0.011614215,N/A,1
2005,2013,0.006615286,0.002122787,1
2005,2014,0.005244495,0.00198262,1
2005,2023,0.016542708,0.012100453,1
2005,2028,0.101866822,N/A,2
2005,2035,0.00778105,N/A,1
2005,2036,0.007824156,0.000128787,1
2005,2043,0.128253995,N/A,2
2005,2044,0.06684906,N/A,2
2005,2045,0.00688426,N/A,1
2005,2046,0.003780156,3.74839E-05,1
2005,2049,0.002046642,N/A,1
2008,2000,0.171493421,N/A,1
2008,2001,0.116281545,0.038799324,1
2008,2005,0.07540166,N/A,1
2008,2028,0.092200621,N/A,1
2008,2043,0.116213477,N/A,1
2008,2044,0.05620861,N/A,1
2009,2000,0.13952766,N/A,3
2009,2001,0.084688914,0.027956909,2
2009,2004,0.018585455,N/A,2
2009,2005,0.055162098,N/A,2
2009,2008,0.007923706,N/A,1
2009,2009,0.020234972,N/A,1
2009,2013,0.004513226,0.001448255,1
2009,2014,0.003578015,0.001352627,1
2009,2020,0.02125391,0.003102162,1
2009,2021,0.0181664,0.00519702,1
2009,2022,0.009007624,N/A,1
2009,2023,0.011286131,0.008255438,1
2009,2028,0.078303049,N/A,3
2009,2035,0.010263487,N/A,2
2009,2036,0.005337969,8.7864E-05,1
2009,2043,0.09326783,N/A,3
2009,2044,0.046345892,N/A,3
2009,2045,0.01012623,N/A,2
2009,2046,0.003981443,0.000133132,2
2009,2047,0.010314063,0.002841146,1
2009,2049,0.004784805,N/A,2
2013,2000,0.018161286,0.003190596,4
2013,2001,0.00140468,0.000582301,1
2013,2004,0.027517536,0.005973293,4
2013,2005,0.00212913,0.000607682,2
2013,2008,0.012337991,0.005102598,1
2013,2009,0.016521726,0.00273384,1
2013,2013,0.008673935,0.003736826,2
2013,2014,0.007502497,0.003341217,2
2013,2019,0.006957887,0.002168378,2
2013,2020,0.017353682,0.00382898,1
2013,2021,0.01483275,0.00490202,1
2013,2022,0.007354667,0.001216972,1
2013,2023,0.017573618,0.014766892,1
2013,2028,0.016935746,0.002748295,4
2013,2035,0.015048516,0.003588241,4
2013,2036,0.010489519,0.003565192,3
2013,2043,0.015227381,0.002961884,4
2013,2044,0.009645521,0.003347152,4
2013,2045,0.016525023,0.003396901,4
2013,2046,0.007434779,0.001872254,4
2013,2047,0.008421367,0.002706132,1
2013,2049,0.00667331,0.001149115,4
2014,2000,0.008973001,0.001654799,2
2014,2001,0.001691017,0.000318318,1
2014,2004,0.018850643,0.00358002,2
2014,2005,0.002464232,0.000690635,2
2014,2008,0.014853024,0.002763894,1
2014,2013,0.010246962,0.003392113,2
2014,2014,0.008802986,0.00335257,2
2014,2019,0.00569873,0.004042269,1
2014,2023,0.021155905,0.015967755,1
2014,2028,0.009177959,0.002492579,2
2014,2035,0.011333108,0.002084096,2
2014,2036,0.011393593,0.002230425,2
2014,2043,0.009916771,0.002255925,2
2014,2044,0.010351578,0.001860449,2
2014,2045,0.012409369,0.002984509,2
2014,2046,0.005756827,0.001121076,2
2014,2049,0.003471805,0.000765993,2
2019,1000,0.00409096,0.000243755,2
2019,1001,0.005584944,0.001160584,2
2019,1004,0.001016083,N/A,2
2019,1005,0.001727533,0.000726189,2
2019,1006,0.000907164,0.00012368,2
2019,1007,0.001578146,N/A,1
2019,1008,0.003676499,0.002501345,1
2019,1009,0.002159442,0.000743421,2
2019,1010,0.01000373,N/A,2
2019,1026,0.000388449,7.01871E-05,1
2019,1027,0.001715033,0.000499894,2
2019,1035,0.005471899,0.003197877,2
2019,1036,0.006536571,N/A,2
2019,1040,0.000249157,N/A,1
2019,1041,0.004150327,N/A,2
2019,1043,0.001413754,N/A,2
2019,2000,0.005376554,0.004033375,2
2019,2001,0.001028397,0.000869208,1
2019,2004,0.01125756,0.008204821,2
2019,2005,0.001433854,0.00080506,2
2019,2008,0.009032916,0.007630359,1
2019,2013,0.006103947,0.004656183,2
2019,2014,0.005203686,0.003823519,2
2019,2019,0.003058198,0.000716482,1
2019,2023,0.012866034,0.014376666,1
2019,2028,0.005350826,0.003071915,2
2019,2035,0.00679343,0.005113671,2
2019,2036,0.006829831,0.005158598,2
2019,2043,0.005845036,0.003766978,2
2019,2044,0.0062487,0.004983116,2
2019,2045,0.00728899,0.004535464,2
2019,2046,0.003435066,0.00248737,2
2019,2049,0.002050292,0.001346996,2
2019,4011,0.00132454,0.000624449,1
2020,2000,0.077737481,0.018887023,4
2020,2001,0.005503716,0.003073249,1
2020,2004,0.116580674,0.032530682,4
2020,2005,0.008695405,0.003342429,2
2020,2008,0.048341828,0.026958863,1
2020,2009,0.073675329,0.020463261,1
2020,2013,0.034682303,0.018118161,2
2020,2014,0.030212973,0.015864147,2
2020,2019,0.031096469,0.01263584,2
2020,2020,0.077385272,0.024280745,1
2020,2021,0.066143679,0.026373471,1
2020,2022,0.032796667,0.009109247,1
2020,2023,0.068855684,0.063333841,1
2020,2028,0.073270681,0.016157195,4
2020,2035,0.063072615,0.019346525,4
2020,2036,0.042489773,0.018772168,3
2020,2043,0.065202826,0.016396225,4
2020,2044,0.038758764,0.017704082,4
2020,2045,0.069928,0.018739771,4
2020,2046,0.031454856,0.009967376,4
2020,2047,0.037553399,0.014690276,1
2020,2049,0.028870089,0.00660561,4
2020,3007,0.001711097,0.000728644,1
2020,4000,0.025293283,0.010381575,3
2020,4003,0.010375573,0.003434064,3
2020,4004,0.001889076,7.86609E-05,1
2020,4005,0.001739231,6.30917E-05,1
2020,4006,0.004231651,0.000153506,1
2020,4013,0.006936882,0.00257519,3
2020,4015,0.004863665,0.002204251,1
2020,4020,0.005440852,0.001689674,3
2020,4022,0.003883048,0.003399751,1
2020,4023,0.011204649,0.005822557,2
2020,4028,0.003998418,0.001528748,1
2020,4031,0.006107269,0.003747058,1
2020,4033,0.020442137,0.016562833,1
2020,4035,0.026753075,0.016082352,1
2020,4036,0.01774847,0.009564707,3
2020,4038,0.004444328,0.002847204,1
2020,4039,0.013308869,0.009554304,1
2020,4041,0.005410849,0.001581829,2
2020,4054,0.005841909,0.001486748,1
2020,4055,0.010218009,0.004311755,3
2020,4056,0.001632313,5.92132E-05,1
2020,4061,0.009982588,0.000362125,1
2020,4066,0.021472429,0.008014921,2
2020,4068,0.021552929,0.012956335,1
2020,4069,0.018131732,0.012578696,1
2020,4076,0.019198403,0.011243086,3
2020,4078,0.018205795,0.006077567,3
2020,4079,0.01406947,0.004878102,3
2020,4080,0.010766291,0.004266109,3
2020,4081,0.011409658,0.00485299,3
2020,4083,0.004640774,0.003029427,1
2020,4084,0.008614313,0.002912781,3
2020,4087,0.012541605,0.007739521,1
2020,4089,0.031402873,0.02733362,1
2020,4091,0.004649532,0.00244305,2
2020,4093,0.007260138,0.004689239,2
2021,2005,0.005235212,0.000549859,2
2021,2008,0.021387169,0.002769969,1
2021,2009,0.044362638,0.023698046,1
2021,2013,0.018082377,0.004475369,2
2021,2014,0.016578739,0.005347832,2
2021,2019,0.023146976,0.0041649,2
2021,2020,0.046596531,0.025803782,1
2021,2021,0.039827553,0.024134289,1
2021,2022,0.019748085,0.010549215,1
2021,2023,0.030462814,0.022629154,1
2021,2028,0.043155882,0.01037663,4
2021,2035,0.033466471,0.006135018,4
2021,2036,0.021270196,0.003185921,3
2021,2043,0.036932647,0.006863355,4
2021,2044,0.018706229,0.002000631,4
2021,2045,0.04017975,0.006825951,4
2021,2046,0.016692776,0.002154332,4
2021,2047,0.022612289,0.013590686,1
2021,2049,0.01641583,0.004023183,4
2022,2000,0.027343387,N/A,1
2022,2004,0.023391941,N/A,1
2022,2009,0.047005232,N/A,1
2022,2020,0.049372195,0.007206228,1
2022,2021,0.042200002,0.012072522,1
2022,2022,0.020924439,N/A,1
2022,2028,0.020194239,N/A,1
2022,2035,0.011510149,N/A,1
2022,2043,0.013070128,N/A,1
2022,2044,0.001557348,N/A,1
2022,2045,0.012612562,N/A,1
2022,2046,0.003257876,0.000303503,1
2022,2047,0.023959258,0.006599897,1
2022,2049,0.007871382,N/A,1
2023,2000,0.021451339,0.008935005,1
2023,2001,0.00462181,0.001929572,1
2023,2004,0.043628134,0.01817218,1
2023,2005,0.004259244,0.001774079,1
2023,2008,0.040595615,0.016909061,1
2023,2013,0.023122665,0.012157854,1
2023,2014,0.018331285,0.010311336,1
2023,2023,0.057822366,0.048671774,1
2023,2028,0.016263964,0.006774337,1
2023,2035,0.027197404,0.011328381,1
2023,2036,0.027348076,0.01140003,1
2023,2043,0.019999376,0.008330227,1
2023,2044,0.026509555,0.011041875,1
2023,2045,0.024062819,0.01002275,1
2023,2046,0.013212924,0.005505064,1
2023,2049,0.007153708,0.002979694,1
2028,2000,0.005718447,N/A,1
2028,2004,0.019399506,N/A,1
2035,1002,0.023182847,0.00156369,1
2035,1004,0.009863725,N/A,1
2035,1005,0.008378423,0.003691097,1
2035,1006,0.005584998,0.003379972,1
2035,1009,0.006571222,0.000924034,1
2035,1010,0.009362229,N/A,1
2035,1013,0.017415988,0.001179807,1
2035,1026,0.017116773,2.09682E-05,1
2035,1027,0.015309177,0.005722794,1
2035,1035,0.007484472,0.00239091,1
2035,1036,0.019762277,N/A,1
2035,1041,0.011972834,N/A,1
2035,1043,0.025439854,N/A,1
2035,2000,0.017094004,N/A,2
2035,2004,0.047968054,N/A,2
2035,2005,0.009799207,N/A,1
2035,2013,0.019329689,0.003891737,1
2035,2014,0.022673165,0.011600175,1
2035,2019,0.070106913,0.009638235,2
2035,2028,0.044432875,N/A,2
2035,2035,0.022204393,N/A,2
2035,2036,0.01946684,0.008087898,2
2035,2043,0.03882472,N/A,2
2035,2044,0.00923818,N/A,2
2035,2045,0.046220177,N/A,2
2035,2046,0.017036532,0.002434176,2
2035,2049,0.013927126,N/A,2
2036,2000,0.010887524,0.00380418,3
2036,2001,0.000970044,0.000213831,1
2036,2004,0.027417717,0.010087294,3
2036,2005,0.004218888,0.002767128,2
2036,2008,0.008520367,0.001862509,1
2036,2013,0.011411778,0.005910971,2
2036,2014,0.011540611,0.007687839,2
2036,2019,0.024791899,0.017816711,2
2036,2023,0.012135985,0.009264999,1
2036,2028,0.019619863,0.010190208,3
2036,2035,0.014103103,0.0048075,3
2036,2036,0.012874104,0.005332103,3
2036,2043,0.018641491,0.008479134,3
2036,2044,0.008957416,0.00240323,3
2036,2045,0.021590033,0.011210898,3
2036,2046,0.00939131,0.003564901,3
2036,2049,0.00678294,0.002911765,3
2043,2000,0.007426667,N/A,1
2043,2004,0.025194544,N/A,1
2043,2028,0.014341752,N/A,1
2043,2043,0.016125238,N/A,1
2043,2044,0.003286198,N/A,1
2043,2045,0.010875014,N/A,1
2043,2049,0.007056085,N/A,1
2044,2000,0.013701396,N/A,1
2044,2004,0.046481205,N/A,1
2044,2028,0.02645898,N/A,1
2044,2043,0.029749317,N/A,1
2044,2044,0.00606268,N/A,1
2044,2045,0.020063223,N/A,1
2044,2049,0.013017712,N/A,1
2045,2000,0.056815452,N/A,3
2045,2001,0.002026754,5.75962E-05,1
2045,2004,0.082248124,N/A,4
2045,2005,0.004393857,N/A,2
2045,2008,0.017801973,N/A,1
2045,2009,0.071669934,N/A,1
2045,2013,0.015122658,0.003404907,2
2045,2014,0.013883444,0.004263475,2
2045,2019,0.025703286,0.002558449,2
2045,2020,0.075278895,0.010987498,1
2045,2021,0.06434329,0.018407246,1
2045,2022,0.031903962,N/A,1
2045,2023,0.025356241,0.018547265,1
2045,2028,0.05796362,N/A,4
2045,2035,0.041741148,N/A,4
2045,2036,0.02103061,0.002094274,3
2045,2043,0.048361497,N/A,4
2045,2044,0.018348487,N/A,4
2045,2045,0.04820873,N/A,4
2045,2046,0.021517873,0.00159056,4
2045,2047,0.036531219,0.010063012,1
2045,2049,0.022953591,N/A,4
2046,2000,0.027691905,0.013564502,3
2046,2001,0.001993899,0.000231785,1
2046,2004,0.044866477,0.011817123,4
2046,2005,0.003918902,0.000406928,2
2046,2008,0.017513389,0.001974114,1
2046,2009,0.029231861,0.023249094,1
2046,2013,0.014081125,0.003559705,2
2046,2014,0.012724249,0.004057159,2
2046,2019,0.015553346,0.003011195,2
2046,2020,0.03070384,0.024827614,1
2046,2021,0.026243559,0.022181587,1
2046,2022,0.0130126,0.010349364,1
2046,2023,0.024945196,0.018461982,1
2046,2028,0.02975792,0.010097454,4
2046,2035,0.024175194,0.005869562,4
2046,2036,0.016281956,0.002246779,3
2046,2043,0.025840489,0.006615244,4
2046,2044,0.014537988,0.001522958,4
2046,2045,0.028607017,0.006498858,4
2046,2046,0.011897195,0.001873016,4
2046,2047,0.014899909,0.012541053,1
2046,2049,0.011306099,0.003923043,4
2047,2000,0.009486234,0.00087604,1
2047,2004,0.032181509,0.002971916,1
2049,2000,0.126149729,N/A,1
2049,2001,0.085536141,0.028540595,1
2049,2005,0.055465096,N/A,1
2049,2028,0.06782233,N/A,1
2049,2043,0.08548607,N/A,1
2049,2044,0.041346781,N/A,1
3000,3000,0.138436594,0.075746876,3
3000,3003,0.087223656,0.036180784,3
3000,3006,0.087757972,0.045912545,3
3000,3007,0.053301137,0.033287368,3
3000,3008,0.066221143,0.027208802,3
3003,3000,0.608580921,0.183584881,3
3003,3003,0.40889003,0.095230139,3
3003,3006,0.379479945,0.064435278,3
3003,3007,0.224534025,0.033522191,3
3003,3008,0.302917632,0.056003119,3
3006,3000,0.193387924,0.04570847,1
3006,3003,0.221508802,0.001622819,1
3006,3006,0.204286561,N/A,1
3006,3007,0.226230546,N/A,1
3007,3000,0.15489246,0.036609822,1
3007,3003,0.177415645,0.001299783,1
3007,3006,0.163621633,N/A,1
3007,3007,0.181197487,N/A,1
3007,3008,0.111731016,N/A,1
3008,3000,0.191783144,0.051397712,1
3008,3003,0.134111699,0.020359318,1
3008,3006,0.105861724,N/A,1
3008,3007,0.046551186,N/A,1
3008,3008,0.097808278,N/A,1
4000,4000,0.006305478,0.004073104,1
4000,4003,0.002165111,0.00134315,1
4000,4013,0.001611926,0.000999976,1
4000,4020,0.000960577,0.000622597,1
4000,4022,0.001504775,0.001337509,1
4000,4023,0.00372823,0.002312848,1
4000,4031,0.002366714,0.001496673,1
4000,4033,0.007921821,0.006532264,1
4000,4035,0.010367462,0.006431568,1
4000,4036,0.004204542,0.003580296,1
4000,4038,0.001722284,0.00113448,1
4000,4039,0.005157508,0.00378592,1
4000,4041,0.001017642,0.000631305,1
4000,4055,0.00208253,0.001621619,1
