# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=2004&val1_property=CA3_All&color1=red&id2_neuron=2028&val2_property=CA3_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=3000&val1_property=CA2_All&color1=red&id2_neuron=3003&val2_property=CA2_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=4000&val1_property=CA1_All&color1=red&id2_neuron=4081&val2_property=CA1_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=4000&val1_property=CA1_SO&color1=red&id2_neuron=4055&val2_property=CA1_SO&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=5001&val1_property=Sub_All&color1=red&id2_neuron=5002&val2_property=Sub_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=5001&val1_property=Sub_All&color1=red&id2_neuron=5005&val2_property=Sub_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=6005&val1_property=EC_All&color1=red&id2_neuron=6085&val2_property=EC_All&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,0,1,0.00%
"/synapse_probabilities/php/property_page_synpro_nm.php?neuron_show_only_value=,Dendrites,&start=0&stop=10&neuron_show_only=1",0,5,0.00%
"/synapse_probabilities/php/property_page_synpro_nm.php?neuron_show_only_value=Axons,,&start=0&stop=10&neuron_show_only=1",0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?show_1=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?show1=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?start=,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_nm.php?type_test1=,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=blue&page=1&nm_page=noc,0,10,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=blue&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=violetSoma&page=1&nm_page=noc,0,10,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=violetSoma&page=1&nm_page=prosyn,0,7,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1002&color=violetSoma&page=1&nm_page=ps,0,42,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1010&color=blue&page=1&nm_page=prosyn,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1010&color=blue&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1013&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1027&color=blue&page=1&nm_page=noc,0,4,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1027&color=violetSoma&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1035&color=blue&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1035&color=blue&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1035&color=violetSoma&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=ps,0,11,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=noc,0,9,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=blue&page=1&nm_page=noc,0,10,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=blue&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=blue&page=1&nm_page=ps,0,6,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=violetSoma&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1043&color=violetSoma&page=1&nm_page=ps,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1001&id_neuron_target=1000&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1001&id_neuron_target=1001&color=blue&page=1&nm_page=prosyn,0,5,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1001&id_neuron_target=1010&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1001&id_neuron_target=1010&color=blue&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1001&id_neuron_target=1041&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1002&id_neuron_target=1000&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1002&id_neuron_target=1000&color=violetSoma&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1002&id_neuron_target=1036&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1005&id_neuron_target=1004&color=blue&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1008&id_neuron_target=1004&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1009&id_neuron_target=1004&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1027&id_neuron_target=1010&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1040&id_neuron_target=1004&color=blue&page=1&nm_page=noc,0,37,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1040&id_neuron_target=1004&color=blue&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1002&color=violetSoma&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1009&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1010&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1036&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1036&color=blue&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1041&color=violetSoma&page=1&nm_page=noc,0,5,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=1041&id_neuron_target=1043&color=blue&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=2000&id_neuron_target=2000&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=2000&id_neuron_target=2004&color=blue&page=1&nm_page=noc,0,11,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=2004&id_neuron_target=2028&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=3000&id_neuron_target=3003&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4000&id_neuron_target=4055&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4000&id_neuron_target=4081&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4022&id_neuron_target=4079&color=blue&page=1&nm_page=ps,0,5,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4080&id_neuron_target=4036&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4080&id_neuron_target=4080&color=blue&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=4081&id_neuron_target=4081&color=blue&page=1&nm_page=prosyn,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=5001&id_neuron_target=5002&color=blue&page=1&nm_page=noc,0,2,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=5001&id_neuron_target=5005&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6005&id_neuron_target=6085&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6038&id_neuron_target=6002&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6038&id_neuron_target=6024&color=blue&page=1&nm_page=prosyn,0,6,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6038&id_neuron_target=6095&color=blue&page=1&nm_page=prosyn,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6040&id_neuron_target=6003&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6040&id_neuron_target=6040&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6040&id_neuron_target=6085&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6040&id_neuron_target=6092&color=blue&page=1&nm_page=prosyn,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6094&id_neuron_target=6024&color=blue&page=1&nm_page=noc,0,3,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id_neuron_source=6094&id_neuron_target=6095&color=blue&page=1&nm_page=noc,0,1,0.00%
/synapse_probabilities/php/property_page_synpro_pvals.php?id1_neuron=1000&color1=red&id2_neuron=1041&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=ps,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=&val_property=&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=blueSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=violetSoma&page=1&sp_page=sd,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMi&color=blue&page=1&sp_page=dal,0,7,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMi&color=blue&page=1&sp_page=sd,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMi&color=redSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMo&color=blue&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMo&color=blue&page=1&sp_page=sd,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMo&color=violetSoma&page=1,0,10,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=CA3_SL&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_H&color=red&page=1&sp_page=dal,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_H&color=red&page=1&sp_page=sd,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_H&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_SG&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_SG&color=violetSoma&page=1,0,3,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1001&val_property=DG_SMi&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1002&val_property=DG_H&color=blue&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1002&val_property=DG_H&color=violetSoma&page=1,0,5,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1004&val_property=DG_H&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1004&val_property=DG_SMO&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1008&val_property=DG_SMo&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1009&val_property=DG_SMo&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1010&val_property=DG_H&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1013&val_property=DG_SG&color=red&page=1&sp_page=dal,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1013&val_property=DG_SG&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1027&val_property=DG_H&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1035&val_property=DG_SG&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1036&val_property=DG_H&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1036&val_property=DG_SG&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1036&val_property=DG_SG&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1036&val_property=DG_SMi&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1040&val_property=DG_SG&color=red&page=1&sp_page=dal,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=CA3_SL&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_H&color=blue&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_H&color=red&page=1&sp_page=sd,0,6,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_H&color=violetSoma&page=1,0,15,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_SMi&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1041&val_property=DG_SMo&color=violetSoma&page=1,0,3,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1043&val_property=DG_H&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1043&val_property=DG_SG&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SL&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SLM&color=blue&page=1&sp_page=dal,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SLM&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SO&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SP&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2000&val_property=CA3_SR&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2004&val_property=CA3_SR&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2019&val_property=DG_SMo&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2028&val_property=CA3_SL&color=blue&page=1&sp_page=dal,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2028&val_property=CA3_SLM&color=violetSoma&page=1,0,4,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2028&val_property=CA3_SO&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2028&val_property=CA3_SP&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2045&val_property=CA3_SL&color=red&page=1&sp_page=dal,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=2232&val_property=CA1_SO&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=23223&val_property=CA3_SO&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=3007&val_property=CA2_SP&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4003&val_property=CA1_SO&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4004&val_property=CA1_SLM&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA1_SLM&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA1_SO&color=violetSoma&page=1,0,3,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA3_SLM&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA3_SO&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA3_SP&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=CA3_SR&color=violetSoma&page=1,0,2,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=DG_H&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4023&val_property=DG_SMo&color=violetSoma&page=1,0,1,0.00%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=4054&val_property=CA1_SLM&color=blue&page=1&sp_page=dal,0,2,0.00%
